record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by
ATT0017470,04/02/2026,sch0489,5,223,214,1,Class Teacher
ATT0018398,2025/10/29,sch_0551,II,252,246,False,Class Teacher
ATT0011839,27/10/2025,S0222,5,103,75,True,Admin
ATT0002000,14.12.2025,SCH0167,7,138,116,1,Class Teacher
ATT0008779,29.03.2026,sch_0085,4,157,157,True,Headmaster
ATT0003882,03/06/2025,sch_0414,10,188,152,True,
ATT0012345,2025/06/27,sch_0373,4,48,34,,Class Teacher
ATT0004216,10/02/2026,S0536,4,68,46,False,Admin
ATT0014868,21-Jun-2025,SCH-0327,IV,235,156,False,
ATT0013292,30/07/2025,0214,IV,156,105,H,HM
ATT0007225,2025/04/25,SCH0536,1,231,251,H,Class Teacher
ATT0001724,2025/05/06,S0552,IV,205,166,False,Admin
ATT0005748,12-31-2025,SCH0543,6,142,125,Functional,Headmaster
ATT0006105,05-17-2025,SCH0199,9,297,223,1,Class Teacher
ATT0016287,11-24-2025,SCH-0405,IV,181,169,False,HM
ATT0002408,2025-07-24,sch_0017,III,98,78,False,Headmaster
ATT0008765,22.05.2025,S0171,4,171,150,True,
ATT0003466,16-Apr-2025,SCH0599,II,139,123,True,Headmaster
ATT0016278,06-Jun-2025,SCH0561,II,284,257,Y,Headmaster
ATT0000327,2025/08/10,SCH0577,5,94,80,Nahi hai,Class Teacher
ATT0009484,15-Oct-2025,sch0535,IV,63,48,True,HM
ATT0019070,2025-11-06,sch_0196,1,125,80,Kharab,Admin
ATT0000444,2025-06-04,SCH0446,I,132,93,True,Headmaster
ATT0012236,10-Jun-2025,SCH0130,10,261,229,N,Class Teacher
ATT0000973,2025/05/13,SCH0478,3,229,196,,Headmaster
ATT0000377,31-Aug-2025,sch_0536,10,165,149,Hai,Headmaster
ATT0000826,2025-08-16,SCH-0404,V,170,146,True,Headmaster
ATT0000705,2025-10-19,SCH0365,2,186,143,False,
ATT0015400,2025-10-25,SCH0200,V,116,127,True,
ATT0016618,11.04.2025,SCH0435,III,47,39,True,Clerk
ATT0002656,22.05.2025,S0065,II,140,105,True,Headmaster
ATT0011317,2026-01-24,0268,3,54,40,Y,Admin
ATT0009746,2026-03-12,S0412,4,258,208,True,Class Teacher
ATT0019328,17-Sep-2025,S0429,V,295,295,1,HM
ATT0003443,2025/08/23,SCH0263,6,98,107,True,
ATT0010846,09-Apr-2025,SCH-0137,9,128,101,Haan,Clerk
ATT0006821,2026/02/23,SCH0205,1,227,171,haan,HM
ATT0010891,24-Jan-2026,SCH-0327,III,183,165,No,Class Teacher
ATT0009454,2025/10/13,SCH0014,III,141,112,1,Clerk
ATT0015804,14-Jan-2026,sch_0514,III,135,126,True,Admin
ATT0002338,2025/04/04,SCH-0331,10,173,129,Not Available,
ATT0017033,16/04/2025,SCH0503,III,264,196,Broken,Headmaster
ATT0004873,2025-11-08,SCH0494,7,220,189,True,Headmaster
ATT0003067,23/09/2025,SCH0326,2,280,227,haan,
ATT0011763,03-24-2026,0494,I,111,91,True,HM
ATT0017578,09.05.2025,SCH0474,9,293,195,True,Headmaster
ATT0012506,06/05/2025,SCH0178,5,202,144,1,Admin
ATT0003910,31/08/2025,SCH0076,7,277,243,True,Admin
ATT0012725,31/10/2025,sch_0202,I,268,245,False,HM
ATT0016814,03-13-2026,sch_0061,1,220,142,No,Class Teacher
ATT0012407,10-02-2025,SCH0037,9,241,172,True,HM
ATT0000704,31-Dec-2025,SCH0354,6,184,184,H,Clerk
ATT0005173,23-Dec-2025,sch_0186,V,202,213,H,
ATT0001935,12-08-2025,SCH0575,9,94,72,True,HM
ATT0004695,23/03/2026,sch_0074,7,44,32,Nahi hai,Headmaster
ATT0011104,2025/07/22,sch_0383,5,135,123,Nahi hai,
ATT0005527,2025-05-11,SCH0579,3,274,274,haan,Admin
ATT0011387,24/05/2025,SCH0501,1,62,44,Hai,Class Teacher
ATT0008032,2025/04/13,S0446,IV,142,93,True,Headmaster
ATT0002805,09-11-2025,SCH-0390,5,45,28,True,Clerk
ATT0008273,22/12/2025,SCH0029,7,101,82,Y,Headmaster
ATT0019834,01-27-2026,SCH-0492,4,71,50,Y,HM
ATT0008654,24.03.2026,sch0596,8,148,117,Y,
ATT0015083,06-13-2025,sch_0023,5,130,102,Nahi,Headmaster
ATT0012900,04/11/2025,SCH0078,III,65,49,False,Admin
ATT0009567,10-01-2025,SCH0297,2,98,86,True,HM
ATT0016206,10-25-2025,S0292,1,158,120,Working,Admin
ATT0004130,2025/10/31,sch0381,IV,211,167,True,Admin
ATT0001050,15/11/2025,SCH0523,3,181,157,haan,
ATT0008668,01-15-2026,SCH0312,I,205,166,False,Clerk
ATT0011401,2026-02-14,SCH0195,9,197,150,Hai,Headmaster
ATT0009819,31/08/2025,SCH0153,5,207,207,1,Headmaster
ATT0015644,2025/12/25,SCH-0298,8,82,75,True,Clerk
ATT0018304,25/12/2025,SCH0501,1,222,237,False,
ATT0013358,2026-02-28,SCH0530,10,223,194,Kharab,HM
ATT0018735,09.01.2026,SCH-0551,IV,143,90,Functional,Admin
ATT0004618,03-13-2026,sch_0588,IV,86,61,haan,Clerk
ATT0010070,15.02.2026,sch0420,6,292,198,Working,
ATT0000909,2025-09-11,sch_0188,I,140,110,True,
ATT0014736,28.02.2026,SCH0138,9,264,243,Haan,Headmaster
ATT0002294,2025/07/19,sch_0055,III,230,207,Under Repair,Headmaster
ATT0000961,27/10/2025,0086,5,92,63,Yes,Admin
ATT0007274,2026/03/09,sch_0259,III,178,169,Hai,HM
ATT0005652,2025/11/29,SCH0328,IV,105,72,N,Admin
ATT0000758,2025-12-02,SCH0266,7,126,126,,Clerk
ATT0010008,08-24-2025,sch_0074,2,193,213,True,Clerk
ATT0004122,09.08.2025,SCH-0084,III,216,179,Nahi,Admin
ATT0013011,02-17-2026,SCH0507,2,84,54,True,Admin
ATT0008304,07-23-2025,sch_0525,6,146,102,True,Class Teacher
ATT0018961,04.03.2026,S0164,7,189,138,True,HM
ATT0007230,2025/05/18,SCH0420,2,156,162,True,Clerk
ATT0001702,20/11/2025,SCH0007,6,262,277,True,Headmaster
ATT0005880,10-11-2025,SCH-0279,7,220,197,Functional,
ATT0017389,04-02-2025,SCH0189,1,260,223,Working,Admin
ATT0019896,05/10/2025,SCH-0594,I,94,94,1,Clerk
ATT0019724,15/03/2026,SCH-0205,6,42,42,Yes,Headmaster
ATT0000979,2026/03/07,SCH0394,6,176,108,True,Admin
ATT0014612,2025-08-13,SCH0050,3,241,249,True,Admin
ATT0015487,26.04.2025,sch0123,V,269,237,False,Class Teacher
ATT0017856,2025/05/15,sch0565,4,162,129,True,Admin
ATT0007731,26/01/2026,sch0290,3,224,211,Hai,Headmaster
ATT0007571,26/04/2025,SCH0059,I,168,106,Under Repair,
ATT0006195,02-15-2026,SCH0121,6,289,289,Hai,Class Teacher
ATT0014276,10-Nov-2025,SCH-0423,II,216,164,Available,
ATT0014350,04/04/2025,S0234,9,300,293,Y,Headmaster
ATT0004961,2025/10/26,SCH0082,IV,234,234,,HM
ATT0019321,2026-01-04,sch0377,4,111,111,Functional,Headmaster
ATT0011966,20/04/2025,sch0552,I,130,130,True,Class Teacher
ATT0004365,09.03.2026,S0420,3,95,75,1,Class Teacher
ATT0013103,10-Jun-2025,S0494,4,85,78,Hai,Headmaster
ATT0018759,2025-06-03,SCH-0585,I,213,148,True,Headmaster
ATT0010053,16.04.2025,SCH0220,V,237,193,1,Headmaster
ATT0018213,23-Mar-2026,0364,7,177,147,1,Class Teacher
ATT0007700,06/12/2025,S0479,7,207,189,True,Clerk
ATT0017086,06-28-2025,SCH0303,1,203,133,Y,
ATT0011419,17/10/2025,sch_0189,IV,291,243,True,Clerk
ATT0014137,09-16-2025,SCH-0534,5,60,57,True,Admin
ATT0011143,2025/09/07,sch0359,3,233,233,True,
ATT0019387,18-Apr-2025,S0453,III,296,239,haan,Clerk
ATT0014363,08-05-2025,SCH0527,5,222,202,Nahi hai,Class Teacher
ATT0002417,2026-03-23,SCH0058,6,252,196,Yes,Admin
ATT0014330,2025-09-01,SCH0389,8,60,52,,Class Teacher
ATT0001615,05/05/2025,SCH0333,IV,117,71,0,HM
ATT0004075,24.01.2026,SCH0582,5,108,100,Available,HM
ATT0002367,24/06/2025,S0584,9,94,73,Hai,
ATT0010260,2025-09-06,SCH0190,10,172,109,Available,Class Teacher
ATT0012142,03/09/2025,SCH0325,8,165,115,,Clerk
ATT0004787,15.07.2025,S0486,IV,72,48,True,Headmaster
ATT0003997,17.10.2025,SCH-0142,10,82,53,Haan,Class Teacher
ATT0007075,16/02/2026,SCH0464,10,265,190,True,Headmaster
ATT0007541,2026-02-20,SCH0091,II,230,220,True,Admin
ATT0003680,10-Oct-2025,SCH0396,IV,157,122,True,HM
ATT0018177,21/03/2026,SCH0526,IV,72,55,True,Class Teacher
ATT0015881,01/05/2025,sch0583,6,127,105,True,Clerk
ATT0015487,26.04.2025,sch0123,V,269,237,False,Class Teacher
ATT0019363,28.09.2025,SCH0514,3,98,95,Hai,Admin
ATT0009743,09-23-2025,SCH-0060,7,84,64,True,HM
ATT0016399,2025/12/29,sch_0414,6,235,174,True,HM
ATT0014081,28/10/2025,S0574,5,129,81,True,HM
ATT0015852,06.06.2025,S0565,II,241,182,True,Headmaster
ATT0008409,14.12.2025,sch0502,3,141,113,True,Headmaster
ATT0017959,2025-05-03,sch_0093,7,300,197,,HM
ATT0004971,12.04.2025,sch0522,8,94,62,True,Clerk
ATT0005532,03-04-2026,SCH0005,III,198,164,True,Headmaster
ATT0006102,03-23-2026,sch_0205,4,236,172,Y,Admin
ATT0006396,26-Feb-2026,SCH0402,3,132,102,True,
ATT0003211,2025-12-14,sch0094,2,145,99,True,Admin
ATT0005609,05/10/2025,SCH0039,8,297,297,H,Headmaster
ATT0016117,2025/08/02,sch_0402,8,197,131,True,Class Teacher
ATT0008094,15.10.2025,SCH0593,8,116,89,,Headmaster
ATT0017804,26/07/2025,SCH0339,5,41,29,Hai,
ATT0004879,15/05/2025,SCH-0229,I,61,56,Functional,Headmaster
ATT0003805,2025-09-27,SCH0341,7,180,161,Working,Class Teacher
ATT0008772,2025-05-22,SCH0164,5,249,158,Y,Headmaster
ATT0016720,07-18-2025,SCH0127,8,272,240,Haan,Clerk
ATT0006487,2026-02-18,sch0303,V,134,117,1,Class Teacher
ATT0018273,2025/08/16,SCH-0212,4,145,89,True,Clerk
ATT0013379,20.07.2025,sch0478,V,175,191,True,
ATT0007664,24.10.2025,SCH0268,III,58,38,True,Class Teacher
ATT0015274,01-23-2026,SCH0511,III,204,140,True,
ATT0008978,03-31-2026,SCH0061,8,276,191,False,Admin
ATT0010424,22-Mar-2026,0329,10,117,117,Yes,
ATT0007547,12-17-2025,SCH-0002,4,271,175,Haan,Class Teacher
ATT0011767,2025-07-19,SCH0517,4,162,130,True,Admin
ATT0015098,2025-06-08,0534,3,257,228,True,Class Teacher
ATT0018318,10-12-2025,sch0383,I,154,154,1,Clerk
ATT0014787,17-Dec-2025,sch0106,7,211,127,True,HM
ATT0018227,07-16-2025,sch0152,8,113,69,False,
ATT0008837,2025-05-16,sch_0319,1,80,66,H,
,05.05.2025,sch_0108,III,279,256,Haan,Clerk
ATT0009499,2025-05-15,SCH0466,2,115,85,True,HM
ATT0002341,04-02-2025,SCH0511,1,74,62,True,Clerk
ATT0002914,11.12.2025,SCH0201,V,136,89,Functional,Clerk
ATT0007005,2025-05-07,SCH0446,3,225,176,Y,Headmaster
ATT0014450,26/10/2025,S0303,7,107,107,True,HM
ATT0011753,2025/08/06,sch0377,6,142,116,Haan,
ATT0007208,04.01.2026,SCH0470,6,189,180,True,
ATT0015251,15.06.2025,SCH0170,V,194,170,Y,Headmaster
ATT0009516,2026/02/24,SCH-0462,6,113,81,True,
ATT0002478,2025-11-19,SCH0359,9,76,56,H,HM
ATT0008675,25.03.2026,SCH0444,6,141,100,Functional,HM
ATT0010222,08-22-2025,sch_0374,3,264,162,Y,Class Teacher
ATT0017535,02/01/2026,SCH0139,7,203,148,True,Headmaster
ATT0017893,31.01.2026,S0116,I,124,81,True,Clerk
ATT0004559,01-Oct-2025,SCH-0339,6,183,175,1,Clerk
ATT0015908,12-Nov-2025,sch_0238,10,235,240,,Headmaster
ATT0007905,2025/10/17,sch_0104,IV,147,134,Working,HM
ATT0016326,06-Apr-2025,sch_0518,8,231,164,haan,
,2025-11-04,SCH0406,8,288,268,True,Clerk
ATT0009893,14-Aug-2025,SCH0544,I,144,133,True,Clerk
ATT0009576,21.06.2025,SCH0323,8,210,132,haan,
ATT0007040,2026/03/15,SCH-0268,I,257,173,True,Class Teacher
ATT0019719,01/12/2025,SCH-0542,I,161,135,Broken,Admin
ATT0006022,03-07-2026,S0376,8,93,76,Haan,Class Teacher
ATT0001127,06/07/2025,SCH0146,6,211,211,Yes,Admin
ATT0016275,25.02.2026,SCH0567,7,80,68,H,
ATT0007309,25/10/2025,SCH0244,V,202,175,True,Admin
ATT0000504,01/04/2025,S0120,4,79,74,Working,HM
ATT0006635,20/08/2025,SCH0269,5,261,181,1,HM
ATT0010797,2025-04-12,sch0392,6,276,237,Functional,HM
,24/05/2025,SCH0290,8,110,90,True,
ATT0019314,2025/07/07,SCH-0167,2,44,27,True,
ATT0001670,2026/03/02,SCH-0274,4,259,217,False,Class Teacher
ATT0019763,16/02/2026,S0159,7,97,97,True,HM
ATT0009071,2025/12/02,SCH0177,III,275,170,True,Clerk
ATT0008177,28.10.2025,SCH0035,3,288,221,1,Admin
ATT0012557,10-Jul-2025,sch_0302,9,152,95,Haan,HM
ATT0018032,03/10/2025,SCH0308,7,99,107,False,Clerk
ATT0012585,2025/05/19,SCH0576,I,209,131,False,Clerk
ATT0003899,09-05-2025,SCH-0311,1,279,248,,
ATT0006745,14-Dec-2025,SCH0255,5,294,294,True,Admin
ATT0007920,2025-07-25,0120,5,285,263,True,Admin
ATT0006157,2026-03-05,SCH0508,6,106,64,No,HM
ATT0003313,30.01.2026,SCH0415,10,119,101,Haan,
ATT0000480,12-28-2025,SCH0001,2,193,179,Functional,Clerk
ATT0001597,10/07/2025,sch_0336,I,81,69,na,Admin
ATT0000439,2025-05-02,0311,7,292,183,False,HM
ATT0009686,12-Sep-2025,SCH0444,9,247,160,haan,Clerk
ATT0008474,10/09/2025,sch0591,2,254,248,Yes,HM
ATT0016356,01-09-2026,SCH0567,II,211,176,Y,HM
ATT0008840,2025/12/04,sch_0122,III,62,57,Yes,Admin
ATT0019535,24-Jan-2026,S0228,8,197,119,True,Class Teacher
ATT0014446,11-27-2025,S0075,IV,40,38,Hai,HM
ATT0005716,03-16-2026,SCH-0081,10,47,29,H,HM
ATT0001787,08.06.2025,SCH0422,I,247,187,Yes,Admin
ATT0011703,16-Feb-2026,SCH0206,5,298,231,na,Headmaster
ATT0007655,28-Mar-2026,0157,I,120,101,haan,Class Teacher
ATT0012693,2025/11/20,0408,8,218,155,True,
ATT0015263,07-May-2025,SCH-0454,8,243,235,Hai,HM
ATT0014887,2026/02/13,SCH0397,5,254,192,True,Class Teacher
ATT0008041,2025-12-09,SCH0536,1,275,172,Available,HM
ATT0011843,2025-09-16,sch0107,V,273,249,True,
ATT0000884,26.10.2025,S0353,III,150,150,Working,HM
ATT0000544,09-03-2025,S0584,III,201,155,Y,Clerk
ATT0010928,08-12-2025,sch0568,I,237,226,True,HM
ATT0008799,29-Apr-2025,sch0438,I,179,155,True,
ATT0014315,07.11.2025,SCH-0363,8,49,42,False,HM
ATT0014965,2025/12/26,sch_0524,1,230,221,True,Clerk
ATT0004920,2025/08/16,sch_0332,8,106,81,Y,Clerk
ATT0019550,03-09-2026,sch_0475,8,172,121,H,
ATT0017223,05-07-2025,SCH0467,10,277,222,Hai,
ATT0019914,12.03.2026,SCH0156,6,89,80,H,
ATT0001978,2025/09/08,sch_0023,7,252,224,True,
ATT0013253,19/03/2026,sch_0600,I,229,212,True,
ATT0004458,14/05/2025,SCH0319,10,95,69,Available,Admin
ATT0010055,20/11/2025,SCH-0289,4,50,45,True,HM
ATT0002161,30-Aug-2025,S0240,8,222,159,True,HM
ATT0007821,19/08/2025,SCH0354,9,80,70,Haan,Headmaster
ATT0000991,14/08/2025,sch_0388,8,256,213,True,Clerk
ATT0016181,24.12.2025,SCH-0431,III,277,288,True,Class Teacher
ATT0019330,2025/10/12,0276,II,51,47,Hai,Admin
ATT0005435,02-18-2026,sch0021,8,281,221,1,Admin
ATT0018698,2025-08-21,SCH0328,II,287,202,True,Headmaster
ATT0001693,11-22-2025,SCH0586,5,287,287,Y,Clerk
ATT0016604,2025/11/16,sch0047,4,76,76,Haan,Class Teacher
ATT0017865,12.07.2025,SCH0262,V,106,84,,Class Teacher
ATT0000511,30/06/2025,sch0074,I,82,62,Yes,HM
ATT0014540,2025/11/20,SCH0582,I,159,99,True,
ATT0008349,2026-01-27,sch0301,V,264,184,True,Admin
ATT0008195,21-Dec-2025,SCH0202,IV,113,72,True,HM
ATT0000840,12-Aug-2025,S0408,3,50,33,True,Headmaster
ATT0016492,2026/01/14,sch0070,I,168,130,True,Clerk
ATT0017903,27-Oct-2025,SCH-0273,7,191,167,False,Admin
ATT0013575,2026-02-14,0216,4,119,85,Yes,HM
ATT0004840,28-Mar-2026,SCH0201,I,137,104,True,
ATT0004890,04-09-2025,SCH0596,I,289,299,True,
ATT0018500,2025-10-07,SCH0079,II,199,162,True,Headmaster
ATT0000763,13/12/2025,S0499,8,69,51,Available,Class Teacher
ATT0011995,16.10.2025,SCH-0061,8,261,197,Yes,Clerk
ATT0017499,29/08/2025,SCH0210,5,189,133,True,Clerk
ATT0004841,2026/03/26,sch0397,7,66,58,H,Admin
ATT0009086,26-May-2025,SCH0160,I,63,56,True,Admin
ATT0007077,16-Jan-2026,SCH-0078,III,179,135,Haan,HM
ATT0001143,19/01/2026,SCH0285,V,75,52,haan,HM
ATT0006190,2026/01/23,S0583,7,270,175,True,HM
ATT0010935,2025-07-08,SCH0245,5,215,180,True,Class Teacher
ATT0015739,2025-10-28,SCH-0308,9,149,96,Hai,Admin
ATT0005462,2025-08-29,S0121,5,290,275,Y,
ATT0013612,17-Jan-2026,SCH-0555,6,273,273,Available,Class Teacher
ATT0005157,2025/08/01,SCH-0598,7,59,57,True,Clerk
ATT0001802,12.10.2025,SCH0330,V,125,125,True,Class Teacher
ATT0004757,10/11/2025,SCH-0001,IV,236,201,True,Headmaster
ATT0018405,06-11-2025,S0565,II,265,207,H,Headmaster
ATT0010622,2025/11/03,SCH0105,III,128,118,Hai,Clerk
ATT0011417,04-24-2025,SCH0028,1,179,159,Yes,Admin
ATT0000531,22.05.2025,SCH0295,III,46,30,Functional,Headmaster
ATT0001920,2025/11/03,sch_0221,IV,298,183,Yes,Headmaster
ATT0000125,2025-10-16,SCH0329,6,241,229,Nahi,
ATT0018791,2025/09/04,SCH0559,IV,89,77,Functional,
ATT0015342,14.06.2025,SCH0132,7,280,255,Yes,Headmaster
ATT0011360,2025-08-31,SCH0450,I,132,111,True,Class Teacher
ATT0001950,19-Nov-2025,sch0544,9,53,36,False,Admin
ATT0019824,08/02/2026,sch0523,9,235,235,True,Clerk
ATT0017446,2026-01-18,SCH0475,II,72,72,Working,Clerk
ATT0011885,08-08-2025,SCH0295,6,225,171,False,Headmaster
ATT0019924,23.07.2025,SCH-0169,7,231,157,Not Available,HM
ATT0018343,2025-12-10,S0119,1,150,131,1,Class Teacher
ATT0010969,12-16-2025,SCH0213,2,249,165,True,HM
ATT0009513,20.01.2026,SCH0138,9,197,175,False,Admin
ATT0019094,25/04/2025,SCH0396,7,188,141,True,HM
ATT0006342,2026-02-06,SCH0322,10,250,216,Available,Class Teacher
ATT0010775,11/04/2025,SCH0462,IV,118,94,Under Repair,
ATT0013339,2025-08-13,SCH0170,IV,251,162,Y,Clerk
ATT0017678,2025-04-14,sch_0254,6,210,157,Working,Admin
ATT0007895,2026-01-16,sch0252,6,162,112,1,HM
ATT0001904,2025-12-03,SCH0042,II,82,56,True,Class Teacher
ATT0012919,2025-04-29,SCH0137,8,195,190,Available,
ATT0006680,26/10/2025,sch_0430,9,45,45,Y,Headmaster
ATT0012935,07-08-2025,SCH0357,V,212,159,Functional,Class Teacher
ATT0013323,06-11-2025,SCH0530,8,98,80,Hai,Admin
ATT0001184,02-06-2026,sch_0297,IV,90,77,True,Headmaster
ATT0003061,10-22-2025,sch_0551,5,158,96,True,
ATT0003860,24/06/2025,0307,8,227,158,True,Class Teacher
ATT0016338,2025/04/19,SCH0128,9,200,181,True,Class Teacher
ATT0009913,04-22-2025,SCH0554,II,85,80,H,Clerk
ATT0000289,2025-12-07,SCH0229,4,103,122,Y,
ATT0000583,17.06.2025,SCH0366,5,77,51,Functional,Headmaster
ATT0004688,2025-05-31,SCH0316,9,84,53,Y,Class Teacher
ATT0003271,2025-12-08,sch_0243,8,124,77,Yes,HM
ATT0007036,29-Mar-2026,SCH0380,10,185,185,True,Clerk
ATT0009718,30.09.2025,0440,9,282,269,True,
ATT0003880,16-Sep-2025,SCH0121,8,185,112,True,
ATT0015731,12/03/2026,sch0163,II,161,127,na,HM
ATT0002181,2025/08/31,sch_0186,7,223,223,haan,Headmaster
ATT0011420,22/05/2025,SCH-0173,V,272,263,True,Headmaster
ATT0007624,21.05.2025,SCH0261,IV,54,71,False,Admin
ATT0010394,01-07-2026,SCH0400,4,118,73,True,Clerk
ATT0012531,05.10.2025,sch_0087,6,47,47,True,Class Teacher
ATT0012879,2025-06-20,sch0577,III,167,132,Available,
ATT0012550,2025/09/05,S0314,8,55,42,True,Headmaster
ATT0012402,2025-10-24,SCH0189,3,118,111,True,HM
ATT0010377,04/06/2025,sch0305,III,88,86,True,Admin
ATT0009709,01-23-2026,SCH0187,III,182,145,True,Admin
ATT0015790,23-Sep-2025,sch_0233,7,292,206,True,Headmaster
ATT0006202,19.08.2025,SCH0173,9,51,33,True,Class Teacher
ATT0011648,04-21-2025,SCH-0538,2,96,63,Haan,Clerk
ATT0012880,06.06.2025,sch_0363,9,150,98,True,Headmaster
ATT0007636,03/11/2025,SCH0463,IV,183,148,True,Clerk
ATT0012137,01-11-2026,SCH0216,6,253,236,Functional,
ATT0018827,02-Jul-2025,S0144,4,145,134,Yes,Headmaster
ATT0012026,21.04.2025,SCH0270,5,201,178,Y,Class Teacher
ATT0016923,25/08/2025,sch0264,10,186,195,True,HM
ATT0000186,09-22-2025,SCH0348,3,132,100,na,Clerk
ATT0009056,01-Oct-2025,sch_0062,8,242,202,Yes,HM
ATT0010837,11-07-2025,SCH-0159,6,124,82,Yes,Headmaster
ATT0019211,2026/03/17,SCH0447,4,40,57,Hai,HM
ATT0004063,10-May-2025,sch_0015,1,278,179,haan,Admin
ATT0015839,25-Oct-2025,S0397,6,187,156,Functional,Clerk
ATT0001416,04-24-2025,SCH0245,8,210,192,,Headmaster
ATT0019830,04/11/2025,SCH0020,8,83,67,True,HM
ATT0019424,2025/10/10,SCH0068,10,244,172,True,Headmaster
ATT0018785,10/06/2025,SCH0261,3,50,34,False,Headmaster
ATT0010736,2025/09/30,SCH0216,2,58,49,,Admin
ATT0009768,2025/09/02,SCH-0386,III,225,208,0,Headmaster
ATT0009667,20/04/2025,SCH0090,I,204,151,True,HM
ATT0014670,21/02/2026,SCH0292,III,65,42,True,Clerk
ATT0015122,2026-02-18,sch_0581,7,232,173,True,Headmaster
ATT0008777,2025-05-20,sch_0285,8,202,177,True,
ATT0009050,12-Jul-2025,sch_0101,4,265,256,Haan,Admin
ATT0012737,2026-01-10,SCH0493,IV,245,216,Available,Admin
ATT0017191,2025-11-13,SCH0339,I,289,200,H,Clerk
ATT0019358,2025-07-26,SCH-0216,2,294,259,True,Clerk
ATT0010187,06-05-2025,sch_0257,I,182,148,True,Headmaster
ATT0006631,30.09.2025,SCH0412,4,192,145,True,
ATT0007381,27/07/2025,SCH0087,2,63,45,Y,Clerk
ATT0010980,09.06.2025,sch0186,3,136,117,Functional,Admin
ATT0017355,2025-04-21,SCH0435,1,44,38,True,Headmaster
ATT0002953,01-22-2026,sch_0197,I,188,208,Functional,Admin
ATT0013175,22.12.2025,S0344,I,66,45,H,Admin
ATT0012268,13-Aug-2025,SCH0001,7,200,181,Y,Headmaster
ATT0006806,2025-09-23,sch0309,2,237,158,Hai,Class Teacher
ATT0009646,04.06.2025,SCH0567,4,170,116,Y,Clerk
ATT0002206,2026-01-24,S0003,7,108,104,Nahi hai,Class Teacher
ATT0017800,06-18-2025,SCH0067,I,62,37,,Headmaster
ATT0012644,06/03/2026,SCH0084,8,276,244,Working,HM
ATT0009283,2025-06-30,sch_0593,I,153,128,Hai,HM
ATT0002457,03-Sep-2025,SCH0140,3,62,44,Haan,HM
,04.09.2025,SCH-0548,I,221,187,True,Admin
ATT0006097,12/10/2025,sch_0209,I,237,182,na,HM
ATT0017323,2025/07/11,sch0051,7,253,210,Functional,Headmaster
ATT0017888,20.09.2025,sch0348,V,233,148,Haan,Admin
ATT0007476,2025-09-29,SCH-0031,III,96,62,True,Clerk
ATT0002553,06-01-2025,S0215,7,71,45,True,Admin
ATT0006976,2025-04-19,SCH0163,V,142,142,Yes,Clerk
ATT0008652,03-12-2026,SCH-0218,2,125,122,Y,Headmaster
ATT0001666,2026/01/19,SCH-0284,III,226,156,False,
ATT0016081,2025-05-13,SCH0203,3,74,61,haan,Clerk
ATT0003838,2026-03-03,SCH0502,7,169,108,True,HM
ATT0018583,22/03/2026,SCH0203,2,212,212,True,
,08-Jun-2025,SCH0002,5,222,186,True,
ATT0000803,08-17-2025,sch_0034,III,98,71,True,Headmaster
ATT0004038,2025/08/19,SCH0448,4,183,156,Y,Clerk
ATT0008917,2025-05-22,SCH0147,IV,69,61,No,HM
ATT0013091,09.01.2026,SCH0244,3,290,303,True,Admin
ATT0012863,2025-09-14,sch0498,V,254,173,haan,
ATT0007964,2026/01/03,sch0191,I,65,41,True,Admin
ATT0018443,2025/04/25,sch0286,II,194,209,Y,Clerk
ATT0001812,14/07/2025,S0558,9,193,156,True,Admin
ATT0014086,30.12.2025,sch0019,7,40,38,H,Class Teacher
ATT0003528,03/10/2025,SCH0365,4,278,200,Available,Headmaster
ATT0004296,08/08/2025,SCH0394,8,188,154,True,Clerk
ATT0000603,07-03-2025,S0480,10,139,90,True,HM
ATT0005108,2026-02-15,SCH0014,9,140,140,,Headmaster
ATT0013213,25/08/2025,SCH0110,5,82,60,0,Headmaster
ATT0010804,17/02/2026,SCH0381,V,143,119,True,Headmaster
ATT0005041,09/04/2025,SCH0200,4,145,105,Yes,Admin
ATT0015847,08.06.2025,SCH0218,IV,271,224,Kharab,HM
ATT0003276,06-29-2025,SCH0249,II,277,166,True,HM
ATT0001761,2025-04-15,0507,8,283,283,H,Admin
ATT0019774,2025-11-02,sch_0480,5,261,253,Hai,Headmaster
ATT0018478,13/03/2026,sch0283,I,141,134,True,
ATT0010605,10/09/2025,SCH0532,7,263,166,True,Clerk
ATT0011789,10-25-2025,SCH0142,7,40,25,True,HM
ATT0017192,06-18-2025,sch0100,2,84,76,No,Admin
ATT0017026,2025-12-25,S0084,7,150,145,Hai,Clerk
ATT0016678,2025-09-21,sch0549,8,210,139,,
ATT0018083,22-Aug-2025,SCH0027,4,174,122,1,HM
,03/05/2025,SCH0340,II,197,155,False,Headmaster
ATT0009403,2025-05-23,S0214,2,71,54,False,HM
ATT0004970,06-Feb-2026,S0143,IV,99,71,True,Clerk
ATT0008110,2026/02/25,SCH-0527,II,285,257,True,Headmaster
ATT0014318,03/12/2025,sch0416,2,224,224,Yes,Class Teacher
ATT0010964,2025/12/09,S0525,8,261,161,haan,Headmaster
ATT0016100,24/07/2025,0095,1,117,93,1,Clerk
ATT0016108,12-Sep-2025,SCH0486,II,298,219,,Admin
