record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by,date_outside_expected_range,date_missing,attendance_invalid,attendance_rate,is_sunday,proxy_attendance,perfect_attendance
ATT0006186,2026-02-16,SCH0313,9,94,94,True,,False,False,False,100.0,False,False,True
ATT0015953,2025-04-25,SCH0579,7,283,199,,HM,False,False,False,70.32,False,False,False
ATT0002866,2025-09-10,SCH0122,7,83,50,,Headmaster,False,False,False,60.24,False,False,False
ATT0013307,2025-09-01,SCH0130,5,150,118,True,Class Teacher,False,False,False,78.67,False,False,False
ATT0011873,2026-03-14,SCH0019,6,251,251,True,HM,False,False,False,100.0,False,False,True
ATT0005114,2025-07-02,SCH0386,4,163,100,True,HM,False,False,False,61.35,False,False,False
ATT0004409,2025-08-22,SCH0428,4,52,47,True,Admin,False,False,False,90.38,False,False,False
ATT0006026,2025-07-26,SCH0247,3,270,187,,HM,False,False,False,69.26,False,False,False
ATT0011787,2025-08-06,SCH0415,1,117,111,True,Clerk,False,False,False,94.87,False,False,False
ATT0006891,2025-06-26,SCH0308,5,201,127,True,Class Teacher,False,False,False,63.18,False,False,False
ATT0007513,2026-02-22,SCH0050,9,215,215,True,Clerk,False,False,False,100.0,True,True,True
ATT0001422,2025-04-06,SCH0484,3,46,33,True,Class Teacher,False,False,False,71.74,True,False,False
ATT0018389,2025-10-05,SCH0380,5,115,87,,,False,False,False,75.65,True,False,False
ATT0018748,2026-03-01,SCH0543,5,298,298,True,HM,False,False,False,100.0,True,True,True
ATT0008001,2025-05-31,SCH0085,4,139,111,True,Admin,False,False,False,79.86,False,False,False
ATT0007103,2025-07-18,SCH0006,8,71,60,True,Clerk,False,False,False,84.51,False,False,False
ATT0004350,2025-04-27,SCH0492,9,260,260,True,,False,False,False,100.0,True,True,True
ATT0001661,2025-11-06,SCH0585,8,68,63,True,HM,False,False,False,92.65,False,False,False
ATT0000074,2025-06-04,SCH0570,3,173,128,True,HM,False,False,False,73.99,False,False,False
ATT0001844,2026-03-18,SCH0227,4,183,129,,Admin,False,False,False,70.49,False,False,False
ATT0000771,2025-06-14,SCH0314,6,178,110,True,HM,False,False,False,61.8,False,False,False
ATT0017593,2026-02-13,SCH0449,4,239,162,True,,False,False,False,67.78,False,False,False
ATT0001286,2025-06-18,SCH0043,4,181,176,False,Clerk,False,False,False,97.24,False,False,False
ATT0013316,2026-03-13,SCH0059,5,89,72,False,Class Teacher,False,False,False,80.9,False,False,False
ATT0014241,2025-09-14,SCH0402,5,275,192,,HM,False,False,False,69.82,True,False,False
ATT0010385,2025-10-06,SCH0346,10,202,197,True,,False,False,False,97.52,False,False,False
ATT0001942,2025-05-07,SCH0173,1,276,190,True,,False,False,False,68.84,False,False,False
ATT0019624,2025-09-18,SCH0548,2,179,134,True,Clerk,False,False,False,74.86,False,False,False
ATT0018449,2025-04-02,SCH0240,1,213,233,True,HM,False,False,True,109.39,False,False,False
ATT0010827,2026-02-11,SCH0038,1,107,96,False,Headmaster,False,False,False,89.72,False,False,False
ATT0008266,2025-04-12,SCH0071,6,147,110,,Clerk,False,False,False,74.83,False,False,False
ATT0003398,2026-01-26,SCH0164,10,134,106,True,Class Teacher,False,False,False,79.1,False,False,False
ATT0011249,2026-03-01,SCH0249,5,295,295,True,,False,False,False,100.0,True,True,True
ATT0009680,2025-05-10,SCH0064,9,291,268,True,HM,False,False,False,92.1,False,False,False
,2025-07-08,SCH0011,1,225,167,,Class Teacher,False,False,False,74.22,False,False,False
ATT0015684,2025-08-07,SCH0499,1,150,139,False,HM,False,False,False,92.67,False,False,False
ATT0004028,2025-05-15,SCH0420,2,217,182,True,,False,False,False,83.87,False,False,False
ATT0018222,2025-06-12,SCH0243,5,194,176,True,Class Teacher,False,False,False,90.72,False,False,False
ATT0017598,2025-05-15,SCH0270,4,54,51,True,,False,False,False,94.44,False,False,False
ATT0016232,2025-06-26,SCH0540,9,126,80,,HM,False,False,False,63.49,False,False,False
ATT0005898,2025-12-30,SCH0314,3,142,131,,Admin,False,False,False,92.25,False,False,False
ATT0018622,2025-11-16,SCH0423,5,115,115,True,Clerk,False,False,False,100.0,True,True,True
ATT0003964,2025-05-02,SCH0128,9,182,194,True,Clerk,False,False,True,106.59,False,False,False
ATT0003938,2026-02-26,SCH0368,2,282,292,True,Clerk,False,False,True,103.55,False,False,False
ATT0016815,2025-05-14,SCH0597,2,54,73,False,Class Teacher,False,False,True,135.19,False,False,False
ATT0001111,2025-09-27,SCH0401,2,280,210,,HM,False,False,False,75.0,False,False,False
ATT0004415,2025-11-16,SCH0575,8,202,142,True,Admin,False,False,False,70.3,True,False,False
ATT0019402,2025-07-04,SCH0419,5,134,87,True,Class Teacher,False,False,False,64.93,False,False,False
ATT0013293,2025-07-02,SCH0339,3,272,236,True,Clerk,False,False,False,86.76,False,False,False
ATT0019839,2026-06-01,SCH0426,8,89,69,True,Class Teacher,True,False,False,77.53,False,False,False
ATT0018938,2026-03-15,SCH0274,1,112,107,,Clerk,False,False,False,95.54,True,False,False
ATT0003147,2025-12-10,SCH0024,4,291,191,True,Class Teacher,False,False,False,65.64,False,False,False
ATT0001378,2025-12-03,SCH0425,2,52,37,False,,False,False,False,71.15,False,False,False
ATT0017939,2025-09-09,SCH0437,2,259,167,True,Clerk,False,False,False,64.48,False,False,False
ATT0007508,2025-11-16,SCH0415,9,155,147,,,False,False,False,94.84,True,False,False
ATT0000145,2025-08-01,SCH0562,8,85,51,,Admin,False,False,False,60.0,False,False,False
ATT0006193,2026-02-12,SCH0175,3,70,46,False,HM,False,False,False,65.71,False,False,False
ATT0003515,2025-11-21,SCH0159,8,101,81,True,Admin,False,False,False,80.2,False,False,False
ATT0016095,2025-11-06,SCH0378,5,262,172,,Class Teacher,False,False,False,65.65,False,False,False
ATT0007273,2025-08-14,SCH0570,4,106,75,,HM,False,False,False,70.75,False,False,False
ATT0006072,2025-08-20,SCH0157,2,103,95,True,HM,False,False,False,92.23,False,False,False
ATT0014169,2026-02-09,SCH0013,1,210,182,,Class Teacher,False,False,False,86.67,False,False,False
ATT0016294,2025-04-21,SCH0123,3,300,291,True,,False,False,False,97.0,False,False,False
ATT0011254,2025-06-29,SCH0344,4,206,206,,Admin,False,False,False,100.0,True,True,True
ATT0014669,2026-01-30,SCH0434,2,183,125,True,HM,False,False,False,68.31,False,False,False
ATT0018180,2026-02-02,SCH0195,1,81,99,True,HM,False,False,True,122.22,False,False,False
ATT0001831,2025-08-04,SCH0027,6,103,83,,,False,False,False,80.58,False,False,False
ATT0009692,2026-02-28,SCH0536,2,99,86,True,Admin,False,False,False,86.87,False,False,False
ATT0004182,2025-09-02,SCH0333,5,279,260,,Admin,False,False,False,93.19,False,False,False
ATT0017877,2025-12-10,SCH0007,8,103,85,,Clerk,False,False,False,82.52,False,False,False
ATT0009412,2025-11-20,SCH0307,2,54,34,True,Class Teacher,False,False,False,62.96,False,False,False
ATT0011784,2025-10-12,SCH0267,2,228,212,,Headmaster,False,False,False,92.98,True,False,False
ATT0005958,2025-10-06,SCH0265,2,286,176,,,False,False,False,61.54,False,False,False
ATT0009967,2025-09-19,SCH0353,1,241,189,True,Clerk,False,False,False,78.42,False,False,False
ATT0017897,2026-02-22,SCH0528,10,44,44,True,,False,False,False,100.0,True,True,True
ATT0012251,2025-07-15,SCH0317,10,130,98,True,Headmaster,False,False,False,75.38,False,False,False
ATT0001056,2026-01-27,SCH0345,4,265,222,,Class Teacher,False,False,False,83.77,False,False,False
,2025-05-06,SCH0110,1,268,213,True,Clerk,False,False,False,79.48,False,False,False
ATT0000595,2025-11-30,SCH0517,3,252,202,True,Clerk,False,False,False,80.16,True,False,False
ATT0010979,2025-05-26,SCH0451,5,225,169,True,HM,False,False,False,75.11,False,False,False
ATT0001526,2025-07-15,SCH0107,1,83,60,,Admin,False,False,False,72.29,False,False,False
ATT0012037,2026-03-07,SCH0291,4,279,235,,,False,False,False,84.23,False,False,False
ATT0005825,2026-06-02,SCH0128,5,116,107,True,Admin,True,False,False,92.24,False,False,False
ATT0005155,2026-01-12,SCH0468,7,291,221,True,,False,False,False,75.95,False,False,False
ATT0010480,2025-09-06,SCH0514,7,145,120,True,HM,False,False,False,82.76,False,False,False
ATT0011379,2025-11-27,SCH0152,1,47,36,True,,False,False,False,76.6,False,False,False
ATT0016668,2026-01-29,SCH0463,6,272,238,,HM,False,False,False,87.5,False,False,False
ATT0017632,2025-09-08,SCH0044,6,188,176,True,,False,False,False,93.62,False,False,False
ATT0011513,2026-01-13,SCH0175,10,275,255,True,HM,False,False,False,92.73,False,False,False
,2025-12-30,SCH0301,9,276,223,True,Headmaster,False,False,False,80.8,False,False,False
ATT0007825,2025-10-03,SCH0080,10,214,199,True,Admin,False,False,False,92.99,False,False,False
ATT0018311,2025-07-10,SCH0136,5,95,87,True,Clerk,False,False,False,91.58,False,False,False
ATT0016118,2025-04-23,SCH0034,10,264,235,True,Admin,False,False,False,89.02,False,False,False
ATT0007000,2025-09-10,SCH0321,6,59,41,,Clerk,False,False,False,69.49,False,False,False
ATT0000082,2025-10-27,SCH0355,8,252,167,,Headmaster,False,False,False,66.27,False,False,False
ATT0007043,2025-05-06,SCH0395,3,140,89,False,,False,False,False,63.57,False,False,False
ATT0010038,2025-08-14,SCH0371,4,296,195,,Admin,False,False,False,65.88,False,False,False
ATT0008725,2025-04-18,SCH0134,4,248,188,True,Admin,False,False,False,75.81,False,False,False
ATT0000959,2025-10-29,SCH0190,2,157,157,True,,False,False,False,100.0,False,False,True
ATT0008665,2025-09-05,SCH0434,5,288,203,True,Admin,False,False,False,70.49,False,False,False
ATT0006610,2025-06-24,SCH0374,2,216,142,True,Clerk,False,False,False,65.74,False,False,False
ATT0006027,2025-09-23,SCH0407,1,52,35,True,Admin,False,False,False,67.31,False,False,False
ATT0011098,2025-11-26,SCH0370,4,288,274,True,Headmaster,False,False,False,95.14,False,False,False
ATT0007239,2025-10-05,SCH0110,5,92,92,,,False,False,False,100.0,True,True,True
ATT0015509,2025-08-10,SCH0204,5,243,243,,Headmaster,False,False,False,100.0,True,True,True
ATT0016594,2025-09-22,SCH0201,10,149,92,True,Clerk,False,False,False,61.74,False,False,False
,2025-12-07,SCH0165,6,216,198,False,Admin,False,False,False,91.67,True,False,False
ATT0004404,2025-09-20,SCH0199,4,50,45,True,Admin,False,False,False,90.0,False,False,False
ATT0016130,2025-10-08,SCH0189,4,113,89,True,Headmaster,False,False,False,78.76,False,False,False
ATT0018701,2025-07-07,SCH0466,5,129,138,True,Admin,False,False,True,106.98,False,False,False
ATT0004512,2025-05-26,SCH0358,6,219,164,True,Admin,False,False,False,74.89,False,False,False
ATT0001667,2025-05-18,SCH0046,5,196,196,True,Headmaster,False,False,False,100.0,True,True,True
ATT0006858,2025-09-15,SCH0272,1,41,39,,Clerk,False,False,False,95.12,False,False,False
ATT0005354,2025-05-08,SCH0311,9,249,174,True,HM,False,False,False,69.88,False,False,False
ATT0004588,2025-11-17,SCH0077,6,292,179,True,Headmaster,False,False,False,61.3,False,False,False
ATT0017141,2025-12-17,SCH0255,4,205,174,True,,False,False,False,84.88,False,False,False
ATT0016533,2025-12-24,SCH0348,3,47,57,True,Clerk,False,False,True,121.28,False,False,False
ATT0013915,2026-02-17,SCH0378,4,146,110,True,Class Teacher,False,False,False,75.34,False,False,False
ATT0017719,2025-11-20,SCH0044,7,95,85,True,Headmaster,False,False,False,89.47,False,False,False
ATT0012293,2025-07-25,SCH0266,2,136,128,True,Headmaster,False,False,False,94.12,False,False,False
ATT0003725,2026-03-10,SCH0174,8,235,220,True,Clerk,False,False,False,93.62,False,False,False
ATT0001265,2025-10-19,SCH0287,4,141,137,,HM,False,False,False,97.16,True,False,False
ATT0004868,2026-03-06,SCH0349,5,198,164,False,Admin,False,False,False,82.83,False,False,False
ATT0013485,2026-01-03,SCH0369,10,124,82,True,HM,False,False,False,66.13,False,False,False
ATT0007256,2025-10-22,SCH0592,5,275,182,True,Admin,False,False,False,66.18,False,False,False
ATT0014419,2025-06-11,SCH0446,3,243,190,True,HM,False,False,False,78.19,False,False,False
ATT0010621,2025-08-05,SCH0378,2,95,63,True,Admin,False,False,False,66.32,False,False,False
ATT0018863,2026-02-22,SCH0307,7,45,45,,Admin,False,False,False,100.0,True,True,True
ATT0004375,2025-05-16,SCH0141,3,87,74,False,Class Teacher,False,False,False,85.06,False,False,False
ATT0009465,2025-08-23,SCH0571,1,262,161,,Clerk,False,False,False,61.45,False,False,False
ATT0004088,2025-12-09,SCH0444,7,101,89,True,Class Teacher,False,False,False,88.12,False,False,False
ATT0008465,2025-05-13,SCH0473,5,72,57,False,Class Teacher,False,False,False,79.17,False,False,False
ATT0017901,2025-12-20,SCH0130,10,51,43,True,HM,False,False,False,84.31,False,False,False
,2025-11-28,SCH0072,8,254,245,True,Class Teacher,False,False,False,96.46,False,False,False
ATT0016931,2025-04-02,SCH0171,9,188,127,False,,False,False,False,67.55,False,False,False
ATT0007417,2025-10-22,SCH0381,4,264,164,True,Headmaster,False,False,False,62.12,False,False,False
ATT0018259,2026-03-11,SCH0286,7,263,241,,,False,False,False,91.63,False,False,False
ATT0019596,2025-12-26,SCH0475,3,91,57,,Clerk,False,False,False,62.64,False,False,False
ATT0013574,2025-09-13,SCH0462,2,48,45,True,Admin,False,False,False,93.75,False,False,False
ATT0016825,2025-06-14,SCH0385,1,154,132,,Admin,False,False,False,85.71,False,False,False
ATT0002530,2026-02-25,SCH0055,3,292,242,True,Class Teacher,False,False,False,82.88,False,False,False
ATT0016204,2025-12-25,SCH0324,7,216,191,True,Clerk,False,False,False,88.43,False,False,False
ATT0008105,2025-07-05,SCH0128,6,274,203,True,Headmaster,False,False,False,74.09,False,False,False
ATT0006923,2026-01-19,SCH0419,3,87,59,False,Class Teacher,False,False,False,67.82,False,False,False
ATT0008908,2025-10-01,SCH0114,1,227,212,True,Class Teacher,False,False,False,93.39,False,False,False
ATT0000661,2025-10-27,SCH0280,1,197,134,True,Class Teacher,False,False,False,68.02,False,False,False
ATT0012438,2025-05-07,SCH0244,4,267,225,True,Clerk,False,False,False,84.27,False,False,False
ATT0008745,2025-08-31,SCH0248,10,48,29,True,,False,False,False,60.42,True,False,False
ATT0001119,2025-06-29,SCH0101,5,69,48,,Admin,False,False,False,69.57,True,False,False
ATT0001288,2025-09-03,SCH0379,7,287,280,,,False,False,False,97.56,False,False,False
ATT0006205,2025-06-08,SCH0125,5,147,142,True,,False,False,False,96.6,True,False,False
ATT0007359,2026-03-16,SCH0391,3,236,164,True,HM,False,False,False,69.49,False,False,False
ATT0002317,2025-10-23,SCH0438,5,298,248,True,Clerk,False,False,False,83.22,False,False,False
ATT0001418,2025-12-30,SCH0152,10,105,93,True,Headmaster,False,False,False,88.57,False,False,False
ATT0010565,2025-10-18,SCH0590,10,166,137,,Headmaster,False,False,False,82.53,False,False,False
ATT0000008,2026-01-19,SCH0173,7,127,79,,Headmaster,False,False,False,62.2,False,False,False
ATT0011851,2025-08-11,SCH0392,10,122,100,False,Class Teacher,False,False,False,81.97,False,False,False
ATT0000995,2025-04-04,SCH0466,5,52,42,True,Admin,False,False,False,80.77,False,False,False
ATT0012080,2025-12-27,SCH0469,10,250,150,False,Headmaster,False,False,False,60.0,False,False,False
ATT0004293,2025-07-09,SCH0449,3,129,94,,Class Teacher,False,False,False,72.87,False,False,False
ATT0014916,2025-08-27,SCH0074,1,289,253,True,Clerk,False,False,False,87.54,False,False,False
ATT0019403,2025-10-11,SCH0235,2,247,207,,Admin,False,False,False,83.81,False,False,False
ATT0002410,2025-11-06,SCH0078,6,225,211,True,Clerk,False,False,False,93.78,False,False,False
ATT0000297,2025-06-29,SCH0402,3,196,177,True,Admin,False,False,False,90.31,True,False,False
ATT0001865,2025-08-14,SCH0112,4,99,88,True,Headmaster,False,False,False,88.89,False,False,False
ATT0015833,2025-09-15,SCH0345,7,84,76,True,Class Teacher,False,False,False,90.48,False,False,False
ATT0011325,2026-01-07,SCH0446,3,183,175,,Admin,False,False,False,95.63,False,False,False
ATT0017870,2026-02-19,SCH0394,2,88,71,True,Headmaster,False,False,False,80.68,False,False,False
ATT0014855,2025-05-03,SCH0433,1,273,178,True,HM,False,False,False,65.2,False,False,False
ATT0019919,2025-08-08,SCH0363,10,86,51,,Clerk,False,False,False,59.3,False,False,False
ATT0001146,2026-03-03,SCH0560,5,54,33,True,Admin,False,False,False,61.11,False,False,False
ATT0005790,2026-03-18,SCH0104,6,157,95,True,Admin,False,False,False,60.51,False,False,False
ATT0019668,2025-08-14,SCH0593,6,93,87,True,Clerk,False,False,False,93.55,False,False,False
ATT0015915,2025-08-07,SCH0478,1,70,63,False,Class Teacher,False,False,False,90.0,False,False,False
ATT0013817,2026-02-11,SCH0354,5,132,83,True,Admin,False,False,False,62.88,False,False,False
ATT0018096,2025-06-15,SCH0458,3,295,295,True,Class Teacher,False,False,False,100.0,True,True,True
ATT0017228,2025-10-20,SCH0137,1,213,213,True,Headmaster,False,False,False,100.0,False,False,True
ATT0011370,2025-11-08,SCH0411,7,247,159,True,,False,False,False,64.37,False,False,False
ATT0003613,2026-01-21,SCH0151,10,130,109,False,,False,False,False,83.85,False,False,False
ATT0016585,2025-04-11,SCH0096,1,243,200,True,,False,False,False,82.3,False,False,False
ATT0012270,2025-08-30,SCH0587,5,189,164,,,False,False,False,86.77,False,False,False
ATT0010664,2025-11-19,SCH0585,3,300,220,True,,False,False,False,73.33,False,False,False
ATT0013865,2025-10-13,SCH0147,7,213,141,True,HM,False,False,False,66.2,False,False,False
ATT0009856,2026-03-28,SCH0360,9,235,148,,Clerk,False,False,False,62.98,False,False,False
ATT0011947,2025-11-21,SCH0084,7,129,88,True,Class Teacher,False,False,False,68.22,False,False,False
ATT0016928,2025-12-04,SCH0191,3,151,119,True,,False,False,False,78.81,False,False,False
ATT0012441,2025-06-26,SCH0559,3,124,111,,Clerk,False,False,False,89.52,False,False,False
ATT0008382,2025-10-30,SCH0417,2,44,34,,Class Teacher,False,False,False,77.27,False,False,False
ATT0010258,2025-07-02,SCH0223,5,224,215,,,False,False,False,95.98,False,False,False
ATT0000478,2025-07-22,SCH0303,4,175,136,True,,False,False,False,77.71,False,False,False
ATT0018301,2025-07-12,SCH0560,8,257,195,,Admin,False,False,False,75.88,False,False,False
ATT0010209,2025-11-26,SCH0223,5,290,274,True,Admin,False,False,False,94.48,False,False,False
ATT0004191,2026-02-05,SCH0074,2,40,31,,HM,False,False,False,77.5,False,False,False
ATT0018858,2025-10-29,SCH0581,10,47,61,True,Headmaster,False,False,True,129.79,False,False,False
ATT0016409,2025-11-25,SCH0235,2,139,105,,HM,False,False,False,75.54,False,False,False
ATT0017513,2025-07-01,SCH0020,1,177,132,False,HM,False,False,False,74.58,False,False,False
ATT0018066,2026-01-01,SCH0276,9,61,50,True,HM,False,False,False,81.97,False,False,False
ATT0012309,2025-08-21,SCH0431,5,110,66,True,Admin,False,False,False,60.0,False,False,False
ATT0017899,2026-02-15,SCH0054,5,133,92,True,HM,False,False,False,69.17,True,False,False
ATT0000659,2025-06-04,SCH0515,7,146,139,,Class Teacher,False,False,False,95.21,False,False,False
ATT0002724,2025-12-04,SCH0479,3,70,64,True,Admin,False,False,False,91.43,False,False,False
ATT0001794,2025-05-13,SCH0419,6,298,216,True,Admin,False,False,False,72.48,False,False,False
ATT0018970,2025-11-03,SCH0014,1,57,71,True,,False,False,True,124.56,False,False,False
ATT0011761,2026-09-03,SCH0044,10,94,64,,HM,True,False,False,68.09,False,False,False
ATT0005431,2025-06-01,SCH0192,4,177,177,True,Class Teacher,False,False,False,100.0,True,True,True
ATT0013578,2025-11-04,SCH0405,8,238,214,True,Class Teacher,False,False,False,89.92,False,False,False
ATT0000494,2025-06-17,SCH0332,8,204,175,True,Clerk,False,False,False,85.78,False,False,False
ATT0004254,2025-10-25,SCH0183,1,252,210,False,Clerk,False,False,False,83.33,False,False,False
ATT0019995,2025-04-23,SCH0424,8,219,209,True,Admin,False,False,False,95.43,False,False,False
ATT0001464,2025-05-22,SCH0043,2,91,60,True,Clerk,False,False,False,65.93,False,False,False
ATT0016047,2025-11-11,SCH0321,6,228,146,,HM,False,False,False,64.04,False,False,False
ATT0015441,2025-11-03,SCH0222,7,296,219,True,,False,False,False,73.99,False,False,False
,2026-01-18,SCH0526,6,258,191,True,HM,False,False,False,74.03,True,False,False
ATT0002288,2025-06-15,SCH0395,9,167,130,,Clerk,False,False,False,77.84,True,False,False
ATT0019696,2025-07-19,SCH0434,9,183,130,True,Headmaster,False,False,False,71.04,False,False,False
ATT0014865,2026-02-09,SCH0225,7,175,133,True,Class Teacher,False,False,False,76.0,False,False,False
ATT0009158,2025-05-17,SCH0459,7,178,173,True,Class Teacher,False,False,False,97.19,False,False,False
ATT0000445,2026-03-03,SCH0600,5,79,54,,Clerk,False,False,False,68.35,False,False,False
ATT0008631,2025-07-01,SCH0129,2,71,59,,Headmaster,False,False,False,83.1,False,False,False
ATT0000673,2025-10-12,SCH0403,9,58,40,,Class Teacher,False,False,False,68.97,True,False,False
ATT0014966,2025-09-04,SCH0192,6,226,196,,Admin,False,False,False,86.73,False,False,False
ATT0016110,2026-02-12,SCH0512,4,215,179,True,Clerk,False,False,False,83.26,False,False,False
ATT0015405,2026-01-24,SCH0468,1,126,111,,Headmaster,False,False,False,88.1,False,False,False
ATT0005741,2025-04-13,SCH0263,1,57,49,True,,False,False,False,85.96,True,False,False
ATT0001495,2026-02-18,SCH0405,4,85,68,True,Headmaster,False,False,False,80.0,False,False,False
,2025-05-23,SCH0301,5,51,48,,Headmaster,False,False,False,94.12,False,False,False
ATT0005262,2025-05-25,SCH0420,2,211,168,True,HM,False,False,False,79.62,True,False,False
ATT0019968,2026-03-16,SCH0559,7,285,215,,Class Teacher,False,False,False,75.44,False,False,False
ATT0003752,2026-02-04,SCH0258,1,89,67,True,Headmaster,False,False,False,75.28,False,False,False
ATT0000757,2025-04-12,SCH0457,6,216,159,,Clerk,False,False,False,73.61,False,False,False
ATT0010953,2025-10-19,SCH0586,4,83,72,True,Class Teacher,False,False,False,86.75,True,False,False
ATT0013208,2026-01-05,SCH0109,6,239,207,True,Headmaster,False,False,False,86.61,False,False,False
ATT0010820,2025-04-07,SCH0468,3,244,178,True,Admin,False,False,False,72.95,False,False,False
ATT0019713,2025-12-18,SCH0376,3,254,166,True,Admin,False,False,False,65.35,False,False,False
ATT0012573,2025-11-07,SCH0168,5,199,129,False,,False,False,False,64.82,False,False,False
ATT0012066,2025-10-11,SCH0499,7,145,100,True,Admin,False,False,False,68.97,False,False,False
ATT0001375,2025-12-04,SCH0286,3,148,90,True,Admin,False,False,False,60.81,False,False,False
ATT0019701,2025-05-06,SCH0148,10,268,211,True,Headmaster,False,False,False,78.73,False,False,False
ATT0009697,2026-02-05,SCH0327,5,255,231,,Admin,False,False,False,90.59,False,False,False
ATT0017701,2025-07-02,SCH0545,4,85,65,,,False,False,False,76.47,False,False,False
ATT0006573,2025-07-14,SCH0257,8,295,275,True,,False,False,False,93.22,False,False,False
ATT0000538,2025-05-11,SCH0304,3,194,118,,Class Teacher,False,False,False,60.82,True,False,False
ATT0008905,2025-12-05,SCH0134,3,300,236,True,,False,False,False,78.67,False,False,False
ATT0012292,2025-07-11,SCH0528,8,40,34,,Clerk,False,False,False,85.0,False,False,False
ATT0006145,2025-08-21,SCH0190,1,55,34,True,,False,False,False,61.82,False,False,False
,2026-03-30,SCH0501,4,144,137,True,Class Teacher,False,False,False,95.14,False,False,False
ATT0018143,2025-12-28,SCH0170,1,145,136,False,Clerk,False,False,False,93.79,True,False,False
ATT0012705,2025-04-10,SCH0266,6,115,108,True,Headmaster,False,False,False,93.91,False,False,False
ATT0002187,2025-12-22,SCH0488,5,94,91,,Clerk,False,False,False,96.81,False,False,False
ATT0003110,2025-06-23,SCH0083,5,249,265,,HM,False,False,True,106.43,False,False,False
ATT0019850,2025-07-23,SCH0466,1,187,167,False,Admin,False,False,False,89.3,False,False,False
ATT0013437,2026-02-01,SCH0299,9,295,263,True,Headmaster,False,False,False,89.15,True,False,False
ATT0013917,2025-09-24,SCH0114,4,189,161,True,Clerk,False,False,False,85.19,False,False,False
ATT0009625,2025-08-27,SCH0293,5,169,142,True,,False,False,False,84.02,False,False,False
ATT0010514,2025-04-03,SCH0004,6,100,89,True,HM,False,False,False,89.0,False,False,False
ATT0001885,2025-05-05,SCH0205,1,177,133,,HM,False,False,False,75.14,False,False,False
ATT0015919,2025-09-11,SCH0326,1,210,138,True,HM,False,False,False,65.71,False,False,False
ATT0014935,2026-02-16,SCH0179,3,131,86,True,,False,False,False,65.65,False,False,False
ATT0012865,2025-08-30,SCH0203,6,133,138,True,Class Teacher,False,False,True,103.76,False,False,False
ATT0003031,2025-06-18,SCH0457,6,61,53,,Class Teacher,False,False,False,86.89,False,False,False
ATT0002103,2025-11-05,SCH0388,2,252,159,True,,False,False,False,63.1,False,False,False
ATT0011000,2025-07-18,SCH0599,4,251,211,,Class Teacher,False,False,False,84.06,False,False,False
ATT0013794,2026-03-09,SCH0542,1,253,243,,,False,False,False,96.05,False,False,False
ATT0007146,2025-08-10,SCH0174,5,137,105,True,,False,False,False,76.64,True,False,False
ATT0003892,2025-10-30,SCH0127,2,76,71,,Class Teacher,False,False,False,93.42,False,False,False
ATT0014228,2025-08-13,SCH0365,4,171,124,True,HM,False,False,False,72.51,False,False,False
ATT0001996,2025-11-10,SCH0224,6,175,143,True,,False,False,False,81.71,False,False,False
ATT0019514,2025-07-27,SCH0525,1,226,194,True,Clerk,False,False,False,85.84,True,False,False
ATT0005404,2025-09-19,SCH0071,3,151,151,True,Admin,False,False,False,100.0,False,False,True
ATT0019740,2025-06-06,SCH0232,1,173,135,True,HM,False,False,False,78.03,False,False,False
ATT0005293,2025-06-12,SCH0364,10,156,149,True,Headmaster,False,False,False,95.51,False,False,False
ATT0008052,2025-11-11,SCH0392,10,206,165,True,Class Teacher,False,False,False,80.1,False,False,False
ATT0016349,2025-07-07,SCH0264,2,186,194,,Clerk,False,False,True,104.3,False,False,False
ATT0014757,2026-03-17,SCH0356,5,64,54,,HM,False,False,False,84.38,False,False,False
ATT0004926,2025-09-09,SCH0543,3,299,284,True,Headmaster,False,False,False,94.98,False,False,False
ATT0018425,2025-09-13,SCH0463,8,40,34,True,HM,False,False,False,85.0,False,False,False
ATT0009423,2025-10-30,SCH0252,4,219,197,True,Class Teacher,False,False,False,89.95,False,False,False
ATT0002979,2025-04-27,SCH0230,2,49,42,False,Clerk,False,False,False,85.71,True,False,False
ATT0003574,2025-06-26,SCH0303,2,73,60,False,,False,False,False,82.19,False,False,False
ATT0012053,2025-09-02,SCH0259,9,283,212,True,Clerk,False,False,False,74.91,False,False,False
ATT0013557,2025-10-19,SCH0342,1,161,161,True,Headmaster,False,False,False,100.0,True,True,True
ATT0018268,2026-01-12,SCH0103,1,42,30,True,Admin,False,False,False,71.43,False,False,False
ATT0001116,2025-07-04,SCH0435,5,221,166,True,Admin,False,False,False,75.11,False,False,False
ATT0011150,2025-08-14,SCH0325,2,272,229,,Class Teacher,False,False,False,84.19,False,False,False
ATT0003467,2025-08-19,SCH0279,4,190,124,True,,False,False,False,65.26,False,False,False
ATT0005146,2026-01-22,SCH0286,7,260,233,,HM,False,False,False,89.62,False,False,False
ATT0010526,2025-08-12,SCH0597,8,260,227,True,Admin,False,False,False,87.31,False,False,False
ATT0015866,2026-01-22,SCH0044,3,154,94,,Admin,False,False,False,61.04,False,False,False
ATT0011389,2025-05-14,SCH0235,5,259,216,,Headmaster,False,False,False,83.4,False,False,False
ATT0016889,2025-09-01,SCH0109,4,299,228,True,Headmaster,False,False,False,76.25,False,False,False
ATT0007389,2026-03-03,SCH0448,1,249,206,True,Headmaster,False,False,False,82.73,False,False,False
