school_id,school_name,district,block,total_enrolled_students,school_type,medium,attendance_records,average_attendance_rate,perfect_attendance_records,proxy_attendance_records,invalid_attendance_records,perfect_attendance_rate,proxy_attendance_rate,invalid_attendance_rate,test_records,score_records_available,average_test_score,score_conversion_rate,mdm_records,total_grain_quantity_kg,total_mdm_cost,paid_records,pending_records,due_records,payment_status_available,paid_percentage,infrastructure_records,electricity_available,drinking_water_available,functional_toilet_available,boundary_wall_available,playground_available,average_facility_count,all_core_facilities_count,attendance_risk,proxy_risk,score_risk,infrastructure_risk,retention_risk_indicator
SCH0491,Govt. Primary School Raman,Unknown,Dhuri,334,Upper Primary,Hindi,32,80.75,3,3,1,9.38,9.38,3.12,18,12,64.97,66.67,16,364.3,25089.0,9,2,4,15,60.0,3.0,100.0,50.0,100.0,50.0,33.33333333333333,2.67,0.0,19.25,9.38,35.03,46.67,27.58
SCH0391,Govt. Senior Secondary School Lad,Jalandhar,Nakodar,89,Secondary,English,24,80.56,4,2,0,16.67,8.33,0.0,13,11,67.44,84.62,18,560.2,46400.0,6,5,4,15,40.0,2.0,100.0,100.0,100.0,50.0,50.0,4.0,1.0,19.44,8.33,32.56,20.0,20.08
SCH0214,Govt. Elementary School Chahal,Bathinda,Rampura Phul,102,Higher Secondary,Hindi,36,75.73,1,1,0,2.78,2.78,0.0,15,12,69.01,80.0,22,587.4,53405.0,12,7,2,21,57.14,7.0,83.33333333333334,100.0,83.33333333333334,50.0,50.0,3.14,0.0,24.27,2.78,30.99,37.14,23.8
SCH0154,Govt. Middle School Chakraborty,Ferozepur,Unknown,436,Primary,Punjabi,37,82.38,5,2,2,13.51,5.41,5.41,20,17,67.47,85.0,20,554.4,32057.0,9,5,2,16,56.25,4.0,75.0,100.0,75.0,50.0,50.0,3.25,0.0,17.62,5.41,32.53,35.0,22.64
SCH0076,Govt. Primary School Oommen,Moga,Bagha Purana,399,Secondary,English,31,83.42,2,1,2,6.45,3.23,6.45,20,16,66.56,80.0,18,471.5,26131.0,5,7,3,15,33.33,6.0,83.33333333333334,100.0,100.0,50.0,80.0,3.83,2.0,16.58,3.23,33.44,23.33,19.14
SCH0093,Govt. Elementary School Bora,Ludhiana,Machhiwara,251,Secondary,Punjabi,31,79.09,1,1,2,3.23,3.23,6.45,12,5,68.34,41.67,21,734.8,54401.0,13,4,2,19,68.42,6.0,80.0,83.33333333333334,80.0,80.0,60.0,3.33,1.0,20.91,3.23,31.66,33.33,22.28
SCH0431,Govt. Middle School Sarin,Bathinda,Rampura Phul,384,Upper Primary,English,35,81.08,1,1,2,2.86,2.86,5.71,8,8,66.75,100.0,22,475.2,42793.0,14,3,4,21,66.67,7.0,100.0,66.66666666666666,75.0,57.14285714285714,66.66666666666666,2.71,0.0,18.92,2.86,33.25,45.71,25.18
SCH0069,Govt. Elementary School Mital,Moga,Moga-I,299,Primary,English,31,81.68,2,1,1,6.45,3.23,3.23,8,6,67.02,75.0,14,434.7,39566.0,5,3,4,12,41.67,2.0,100.0,50.0,100.0,50.0,100.0,3.5,0.0,18.32,3.23,32.98,30.0,21.13
SCH0016,Govt. Senior Secondary School Varughese,Ludhiana,Ludhiana-I,225,Secondary,Punjabi,30,80.56,3,3,1,10.0,10.0,3.33,11,7,71.69,63.64,21,457.1,48615.0,14,5,1,20,70.0,6.0,100.0,66.66666666666666,83.33333333333334,75.0,60.0,3.5,1.0,19.44,10.0,28.31,30.0,21.94
SCH0193,Govt. Primary School Parmer,Jalandhar,Jalandhar-Ii,127,Secondary,Punjabi,27,82.84,2,1,1,7.41,3.7,3.7,13,9,69.96,69.23,25,677.6,56357.0,11,9,2,22,50.0,6.0,66.66666666666666,100.0,83.33333333333334,50.0,60.0,3.5,1.0,17.16,3.7,30.04,30.0,20.23
SCH0376,Govt. Elementary School Talwar,Moga,Moga-I,212,Secondary,Punjabi,36,81.99,5,3,1,13.89,8.33,2.78,9,7,61.73,77.78,25,493.3,50160.0,10,9,3,22,45.45,4.0,50.0,100.0,100.0,33.33333333333333,0.0,2.25,0.0,18.01,8.33,38.27,55.0,29.9
SCH0089,Govt. Middle School Krishnamurthy,Amritsar,Amritsar-Ii,385,Primary,Hindi,20,82.3,3,1,0,15.0,5.0,0.0,16,13,65.75,81.25,20,543.2,44308.0,7,7,2,16,43.75,5.0,50.0,75.0,100.0,20.0,50.0,2.6,0.0,17.7,5.0,34.25,48.0,26.24
SCH0519,Govt. Elementary School Palan,Unknown,Maur,195,Upper Primary,Punjabi,38,81.73,2,2,2,5.26,5.26,5.26,15,13,68.1,86.67,19,319.6,40703.0,5,5,7,17,29.41,1.0,100.0,0.0,100.0,0.0,100.0,3.0,0.0,18.27,5.26,31.9,40.0,23.86
SCH0118,Govt. Middle School Hari,Sangrur,Sangrur,89,Upper Primary,Hindi,36,82.64,5,2,2,13.89,5.56,5.56,10,7,69.1,70.0,27,597.2,76123.0,10,11,5,26,38.46,4.0,75.0,75.0,100.0,50.0,75.0,3.5,1.0,17.36,5.56,30.9,30.0,20.95
SCH0410,Govt. Primary School Bath,Ludhiana,Unknown,224,Secondary,Punjabi,37,82.2,4,2,0,10.81,5.41,0.0,18,13,71.4,72.22,14,296.8,31998.0,8,3,2,13,61.54,6.0,83.33333333333334,66.66666666666666,100.0,50.0,33.33333333333333,3.0,1.0,17.8,5.41,28.6,40.0,22.95
SCH0435,Govt. Middle School Rama,Amritsar,Amritsar-Ii,420,Higher Secondary,Punjabi,29,82.69,2,0,1,6.9,0.0,3.45,18,13,68.53,72.22,20,442.7,43894.0,8,5,3,16,50.0,6.0,60.0,100.0,66.66666666666666,50.0,33.33333333333333,2.83,0.0,17.31,0.0,31.47,43.33,23.03
SCH0034,Govt. Senior Secondary School Kumar,Bathinda,Bathinda,94,Upper Primary,Hindi,30,80.22,0,0,1,0.0,0.0,3.33,13,11,64.37,84.62,16,318.9,40296.0,8,4,2,14,57.14,3.0,100.0,100.0,100.0,0.0,0.0,3.0,0.0,19.78,0.0,35.63,40.0,23.85
SCH0001,Govt. Primary School Nadkarni,Amritsar,Amritsar-I,419,Upper Primary,Hindi,33,82.29,2,1,0,6.06,3.03,0.0,16,10,63.7,62.5,19,337.5,34623.0,7,5,4,16,43.75,2.0,50.0,100.0,100.0,0.0,0.0,2.0,0.0,17.71,3.03,36.3,60.0,29.26
SCH0554,Govt. Primary School Din,Patiala,Patiala,364,Higher Secondary,Hindi,33,82.37,2,1,1,6.06,3.03,3.03,21,20,70.74,95.24,25,543.7,44984.0,7,8,6,21,33.33,6.0,100.0,83.33333333333334,75.0,40.0,60.0,3.0,0.0,17.63,3.03,29.25,40.0,22.48
SCH0356,Govt. Middle School Brahmbhatt,Patiala,Patiala,294,Primary,Punjabi,20,83.74,1,1,1,5.0,5.0,5.0,16,13,70.98,81.25,14,421.8,24118.0,5,7,1,13,38.46,6.0,40.0,83.33333333333334,66.66666666666666,66.66666666666666,100.0,3.17,1.0,16.26,5.0,29.02,36.67,21.73
SCH0454,Govt. Senior Secondary School Bala,Patiala,Rajpura,370,Upper Primary,English,29,79.44,4,2,0,13.79,6.9,0.0,11,8,66.61,72.73,25,621.8,49097.0,9,6,5,20,45.0,1.0,100.0,100.0,100.0,100.0,0.0,4.0,0.0,20.56,6.9,33.39,20.0,20.21
SCH0552,Govt. Primary School Bhavsar,Patiala,Patiala,410,Higher Secondary,English,32,82.49,4,2,1,12.5,6.25,3.12,21,10,65.62,47.62,18,325.5,44460.0,10,4,2,16,62.5,8.0,80.0,85.71428571428571,75.0,100.0,42.857142857142854,2.88,0.0,17.51,6.25,34.38,42.5,25.16
SCH0023,Govt. Senior Secondary School Bumb,Ludhiana,Machhiwara,412,Primary,Hindi,36,81.05,2,2,2,5.56,5.56,5.56,21,16,67.46,76.19,22,457.1,39472.0,11,6,4,21,52.38,4.0,100.0,100.0,100.0,50.0,66.66666666666666,3.25,0.0,18.95,5.56,32.54,35.0,23.01
SCH0473,Govt. Middle School Nori,Jalandhar,Phillaur,346,Primary,Hindi,30,77.89,2,1,0,6.67,3.33,0.0,15,12,64.74,80.0,18,579.9,50867.0,7,4,4,15,46.67,6.0,83.33333333333334,100.0,83.33333333333334,66.66666666666666,50.0,3.17,1.0,22.11,3.33,35.26,36.67,24.34
SCH0117,Govt. Primary School Reddy,Amritsar,Tarn Taran,398,Higher Secondary,English,22,80.58,0,0,1,0.0,0.0,4.55,9,5,71.66,55.56,13,283.3,34024.0,5,4,1,10,50.0,6.0,100.0,83.33333333333334,75.0,50.0,40.0,3.0,1.0,19.42,0.0,28.34,40.0,21.94
SCH0090,Govt. Elementary School Pingle,Sangrur,Dhuri,182,Higher Secondary,Punjabi,37,80.69,3,2,0,8.11,5.41,0.0,10,5,75.42,50.0,20,561.0,54300.0,10,5,2,17,58.82,4.0,100.0,100.0,100.0,75.0,33.33333333333333,3.5,0.0,19.31,5.41,24.58,30.0,19.82
SCH0183,Govt. Primary School Narain,Jalandhar,Unknown,243,Secondary,Hindi,30,75.86,1,1,0,3.33,3.33,0.0,17,12,67.85,70.59,13,265.6,33647.0,3,7,3,13,23.08,4.0,100.0,100.0,100.0,100.0,66.66666666666666,3.75,2.0,24.14,3.33,32.15,25.0,21.16
SCH0496,Govt. Middle School Hayre,Amritsar,Amritsar-Ii,283,Upper Primary,Hindi,31,79.95,5,4,0,16.13,12.9,0.0,15,11,56.92,73.33,27,555.8,71734.0,6,11,9,26,23.08,7.0,60.0,100.0,50.0,57.14285714285714,50.0,2.71,0.0,20.05,12.9,43.08,45.71,30.44
SCH0412,Govt. Elementary School Anand,Amritsar,Ajnala,215,Higher Secondary,Punjabi,35,83.47,2,2,3,5.71,5.71,8.57,13,11,72.53,84.62,22,425.4,49568.0,10,7,5,22,45.45,5.0,25.0,100.0,100.0,50.0,66.66666666666666,3.0,0.0,16.53,5.71,27.47,40.0,22.43
SCH0019,Govt. Senior Secondary School Venkatesh,Sangrur,Dhuri,101,Primary,Punjabi,42,82.89,4,2,2,9.52,4.76,4.76,14,11,67.91,78.57,16,684.3,51132.0,6,4,2,12,50.0,7.0,85.71428571428571,85.71428571428571,80.0,66.66666666666666,80.0,3.43,0.0,17.11,4.76,32.09,31.43,21.35
SCH0429,Govt. Elementary School Narain,Ferozepur,Zira,180,Secondary,Hindi,45,80.51,4,1,1,8.89,2.22,2.22,15,12,66.81,80.0,16,451.8,45957.0,5,6,2,13,38.46,6.0,83.33333333333334,100.0,83.33333333333334,83.33333333333334,50.0,4.0,3.0,19.49,2.22,33.19,20.0,18.73
SCH0536,Govt. Middle School Chandran,Jalandhar,Jalandhar-I,311,Secondary,Hindi,50,78.71,2,1,1,4.0,2.0,2.0,22,14,70.66,63.64,20,496.9,42106.0,10,6,0,16,62.5,5.0,66.66666666666666,75.0,100.0,80.0,66.66666666666666,3.2,0.0,21.29,2.0,29.34,36.0,22.16
SCH0145,Govt. Elementary School Kashyap,Sangrur,Malerkotla,85,Primary,Punjabi,42,80.29,3,1,1,7.14,2.38,2.38,13,11,65.48,84.62,13,404.4,28759.0,8,2,0,10,80.0,5.0,75.0,100.0,80.0,60.0,25.0,3.2,1.0,19.71,2.38,34.52,36.0,23.15
SCH0303,Govt. Elementary School Bava,Jalandhar,Unknown,443,Primary,Hindi,33,81.75,2,2,0,6.06,6.06,0.0,15,11,72.33,73.33,21,460.9,39937.0,5,11,5,21,23.81,6.0,80.0,100.0,83.33333333333334,33.33333333333333,40.0,3.0,0.0,18.25,6.06,27.67,40.0,22.99
SCH0558,Govt. Senior Secondary School Morar,Patiala,Rajpura,242,Upper Primary,English,35,80.85,1,1,3,2.86,2.86,8.57,13,11,67.55,84.62,25,511.6,59949.0,8,8,7,23,34.78,6.0,100.0,83.33333333333334,83.33333333333334,100.0,60.0,4.17,2.0,19.15,2.86,32.45,16.67,17.78
SCH0426,Govt. Elementary School Andra,Ferozepur,Ferozepur,364,Primary,Hindi,34,78.18,3,2,0,8.82,5.88,0.0,17,12,68.81,70.59,20,457.4,55469.0,13,7,0,20,65.0,2.0,50.0,100.0,50.0,100.0,50.0,3.5,0.0,21.82,5.88,31.19,30.0,22.22
SCH0273,Govt. Senior Secondary School Parikh,Ferozepur,Makhu,189,Higher Secondary,English,28,79.23,0,0,0,0.0,0.0,0.0,10,10,66.69,100.0,17,348.4,32724.0,7,5,3,15,46.67,6.0,80.0,100.0,100.0,75.0,40.0,3.17,0.0,20.77,0.0,33.31,36.67,22.69
SCH0262,Govt. Primary School Mital,Ferozepur,Makhu,236,Upper Primary,English,22,78.67,1,1,1,4.55,4.55,4.55,6,3,66.0,50.0,11,285.7,26250.0,2,2,3,7,28.57,5.0,80.0,80.0,80.0,40.0,66.66666666666666,3.2,0.0,21.33,4.55,34.0,36.0,23.97
SCH0363,Govt. Elementary School Sankar,Bathinda,Rampura Phul,192,Primary,English,35,82.23,3,2,3,8.57,5.71,8.57,10,6,63.75,60.0,20,409.1,42440.0,11,4,4,19,57.89,2.0,50.0,100.0,100.0,100.0,50.0,3.5,1.0,17.77,5.71,36.25,30.0,22.43
SCH0430,Govt. Senior Secondary School Dutt,Ferozepur,Makhu,399,Secondary,Hindi,37,83.85,2,2,3,5.41,5.41,8.11,15,12,58.58,80.0,23,645.0,39929.0,6,6,5,17,35.29,8.0,87.5,100.0,60.0,75.0,57.14285714285714,3.25,0.0,16.15,5.41,41.42,35.0,24.49
SCH0168,Govt. Elementary School Narayan,Amritsar,Amritsar-I,171,Upper Primary,English,33,80.88,2,1,2,6.06,3.03,6.06,5,4,70.95,80.0,19,466.3,44808.0,9,3,5,17,52.94,6.0,66.66666666666666,100.0,60.0,60.0,83.33333333333334,3.5,2.0,19.12,3.03,29.05,30.0,20.3
SCH0055,Govt. Elementary School Sem,Sangrur,Malerkotla,424,Secondary,English,35,83.57,5,4,2,14.29,11.43,5.71,12,11,65.07,91.67,22,529.5,46546.0,6,8,5,19,31.58,6.0,100.0,16.666666666666664,83.33333333333334,80.0,0.0,2.33,0.0,16.43,11.43,34.93,53.33,29.03
SCH0442,Govt. Middle School Karpe,Ferozepur,Mamdot,87,Upper Primary,Hindi,27,80.3,0,0,3,0.0,0.0,11.11,10,9,69.34,90.0,14,247.9,32860.0,7,2,2,11,63.64,7.0,57.14285714285714,71.42857142857143,71.42857142857143,28.57142857142857,66.66666666666666,2.86,0.0,19.7,0.0,30.66,42.86,23.3
SCH0047,Govt. Senior Secondary School Karpe,Jalandhar,Jalandhar-Ii,255,Higher Secondary,English,30,85.44,4,4,2,13.33,13.33,6.67,11,8,72.85,72.73,19,589.2,47618.0,9,6,1,16,56.25,5.0,80.0,100.0,100.0,20.0,60.0,3.0,0.0,14.56,13.33,27.15,40.0,23.76
SCH0094,Govt. Elementary School Pingle,Patiala,Samana,321,Secondary,Hindi,23,79.94,1,0,1,4.35,0.0,4.35,14,11,66.69,78.57,20,406.5,35574.0,13,3,1,17,76.47,4.0,100.0,100.0,100.0,75.0,50.0,3.75,0.0,20.06,0.0,33.31,25.0,19.59
SCH0305,Govt. Senior Secondary School Mane,Jalandhar,Unknown,87,Secondary,English,32,81.73,2,2,1,6.25,6.25,3.12,11,6,75.52,54.55,10,199.0,19701.0,3,3,4,10,30.0,5.0,100.0,75.0,100.0,100.0,20.0,3.2,0.0,18.27,6.25,24.48,36.0,21.25
SCH0109,Govt. Elementary School Pradhan,Ferozepur,Makhu,273,Upper Primary,Punjabi,29,83.83,5,2,1,17.24,6.9,3.45,13,11,60.88,84.62,26,656.2,55875.0,12,9,4,25,48.0,4.0,75.0,100.0,100.0,66.66666666666666,50.0,3.5,0.0,16.17,6.9,39.12,30.0,23.05
SCH0293,Govt. Primary School Wadhwa,Jalandhar,Phillaur,329,Higher Secondary,English,26,75.93,0,0,0,0.0,0.0,0.0,16,11,65.7,68.75,17,289.2,39022.0,13,1,3,17,76.47,5.0,75.0,80.0,100.0,80.0,25.0,3.0,0.0,24.07,0.0,34.3,40.0,24.59
SCH0196,Govt. Senior Secondary School Kara,Ludhiana,Ludhiana-Ii,265,Higher Secondary,English,23,79.76,1,1,1,4.35,4.35,4.35,10,7,74.33,70.0,19,299.0,41155.0,11,3,3,17,64.71,9.0,77.77777777777779,87.5,87.5,87.5,44.44444444444444,3.56,1.0,20.24,4.35,25.67,28.89,19.79
SCH0514,Govt. Primary School Mahal,Amritsar,Amritsar-I,72,Higher Secondary,Hindi,28,79.03,0,0,0,0.0,0.0,0.0,19,12,67.58,63.16,26,853.9,72998.0,11,10,3,24,45.83,6.0,80.0,80.0,80.0,60.0,20.0,2.67,1.0,20.97,0.0,32.42,46.67,25.01
SCH0468,Govt. Middle School Mishra,Bathinda,Talwandi Sabo,154,Secondary,Punjabi,32,77.62,1,0,0,3.12,0.0,0.0,14,9,61.44,64.29,25,723.1,48703.0,14,6,4,24,58.33,4.0,25.0,75.0,75.0,100.0,0.0,2.75,0.0,22.38,0.0,38.56,45.0,26.48
SCH0371,Govt. Elementary School Baral,Patiala,Nabha,344,Primary,English,21,80.15,2,0,0,9.52,0.0,0.0,11,9,68.09,81.82,23,512.4,50288.0,6,12,3,21,28.57,9.0,75.0,83.33333333333334,87.5,25.0,62.5,2.78,1.0,19.85,0.0,31.91,44.44,24.05
SCH0408,Govt. Primary School Salvi,Ludhiana,Ludhiana-I,96,Higher Secondary,Punjabi,34,78.4,3,1,0,8.82,2.94,0.0,11,9,69.34,81.82,22,642.6,66973.0,11,8,1,20,55.0,2.0,100.0,50.0,100.0,50.0,100.0,3.0,0.0,21.6,2.94,30.66,40.0,23.8
SCH0008,Govt. Middle School Sibal,Amritsar,Amritsar-Ii,313,Upper Primary,Hindi,37,80.86,2,2,1,5.41,5.41,2.7,7,5,66.46,71.43,23,636.6,58082.0,9,8,2,19,47.37,7.0,85.71428571428571,85.71428571428571,100.0,71.42857142857143,50.0,3.57,0.0,19.14,5.41,33.54,28.57,21.66
SCH0413,Govt. Primary School Bhatnagar,Sangrur,Dhuri,372,Upper Primary,Hindi,29,83.24,3,2,3,10.34,6.9,10.34,9,9,76.93,100.0,22,631.7,50306.0,6,4,6,16,37.5,5.0,100.0,60.0,100.0,40.0,50.0,3.4,0.0,16.76,6.9,23.07,32.0,19.68
SCH0424,Govt. Elementary School Baral,Bathinda,Rampura Phul,399,Upper Primary,Hindi,37,81.72,2,2,0,5.41,5.41,0.0,16,10,76.51,62.5,24,441.4,57899.0,8,9,2,19,42.11,4.0,50.0,66.66666666666666,66.66666666666666,75.0,0.0,2.25,0.0,18.28,5.41,23.49,55.0,25.54
SCH0285,Govt. Primary School Chaudhry,Ferozepur,Ferozepur,400,Secondary,Hindi,35,81.99,4,3,1,11.43,8.57,2.86,19,14,75.24,73.68,23,542.4,50232.0,12,6,4,22,54.55,4.0,66.66666666666666,100.0,50.0,50.0,33.33333333333333,2.25,0.0,18.01,8.57,24.76,55.0,26.58
SCH0276,Govt. Elementary School Naik,Sangrur,Sunam,364,Secondary,Punjabi,39,84.62,5,2,4,12.82,5.13,10.26,20,15,68.41,75.0,21,496.5,52204.0,9,7,3,19,47.37,10.0,100.0,87.5,77.77777777777779,37.5,60.0,3.1,0.0,15.38,5.13,31.59,38.0,22.53
SCH0582,Govt. Primary School Tiwari,Unknown,Rajpura,416,Higher Secondary,Punjabi,25,85.3,1,0,2,4.0,0.0,8.0,6,5,68.7,83.33,23,401.2,44692.0,13,8,0,21,61.9,4.0,100.0,100.0,66.66666666666666,100.0,50.0,3.75,1.0,14.7,0.0,31.3,25.0,17.75
SCH0070,Govt. Elementary School Nair,Sangrur,Sunam,262,Secondary,Hindi,34,81.71,3,2,1,8.82,5.88,2.94,11,9,68.73,81.82,17,213.7,41968.0,9,5,3,17,52.94,5.0,75.0,100.0,80.0,100.0,60.0,4.0,1.0,18.29,5.88,31.27,20.0,18.86
SCH0265,Govt. Primary School Bhat,Ferozepur,Ferozepur,435,Upper Primary,Punjabi,35,80.27,3,2,1,8.57,5.71,2.86,11,7,57.29,63.64,26,699.7,61892.0,11,9,5,25,44.0,9.0,44.44444444444444,100.0,66.66666666666666,50.0,77.77777777777779,3.33,1.0,19.73,5.71,42.71,33.33,25.37
SCH0433,Govt. Senior Secondary School Hayre,Amritsar,Amritsar-I,235,Primary,English,32,86.92,2,2,2,6.25,6.25,6.25,11,7,63.89,63.64,17,298.8,45871.0,8,5,1,14,57.14,5.0,75.0,100.0,80.0,60.0,60.0,3.2,0.0,13.08,6.25,36.11,36.0,22.86
SCH0299,Govt. Elementary School Sane,Patiala,Nabha,404,Upper Primary,Hindi,34,77.44,1,0,1,2.94,0.0,2.94,9,6,73.93,66.67,17,261.9,37337.0,9,3,3,15,60.0,2.0,100.0,50.0,50.0,100.0,0.0,3.0,0.0,22.56,0.0,26.07,40.0,22.16
SCH0250,Govt. Senior Secondary School Lad,Bathinda,Talwandi Sabo,191,Secondary,English,26,79.93,1,0,1,3.85,0.0,3.85,13,10,61.11,76.92,13,284.5,29343.0,4,5,1,10,40.0,1.0,0.0,100.0,100.0,100.0,100.0,4.0,0.0,20.07,0.0,38.89,20.0,19.74
SCH0573,Govt. Middle School Thakkar,Patiala,Nabha,337,Upper Primary,Hindi,37,81.54,1,1,2,2.7,2.7,5.41,13,5,71.14,38.46,18,422.8,37523.0,5,7,6,18,27.78,4.0,100.0,75.0,100.0,75.0,75.0,4.0,2.0,18.46,2.7,28.86,20.0,17.5
SCH0275,Govt. Primary School Chandran,Ludhiana,Machhiwara,402,Secondary,Punjabi,29,81.81,0,0,1,0.0,0.0,3.45,11,6,71.88,54.55,16,447.9,36761.0,8,2,5,15,53.33,2.0,50.0,100.0,100.0,0.0,50.0,2.5,0.0,18.19,0.0,28.12,50.0,24.08
SCH0150,Govt. Primary School Parikh,Ludhiana,Doraha,299,Higher Secondary,English,30,83.58,4,2,2,13.33,6.67,6.67,15,12,64.19,80.0,25,383.7,43751.0,10,9,3,22,45.45,5.0,100.0,100.0,25.0,60.0,80.0,3.4,0.0,16.42,6.67,35.81,32.0,22.72
SCH0125,Govt. Primary School Srivastava,Moga,Moga-I,129,Upper Primary,Punjabi,32,86.27,3,2,2,9.38,6.25,6.25,16,13,73.11,81.25,17,378.7,45670.0,5,5,6,16,31.25,7.0,57.14285714285714,80.0,66.66666666666666,71.42857142857143,57.14285714285714,3.0,0.0,13.73,6.25,26.89,40.0,21.72
SCH0470,Govt. Elementary School Handa,Jalandhar,Nakodar,348,Primary,Punjabi,26,86.34,5,2,3,19.23,7.69,11.54,12,11,70.29,91.67,11,303.5,28905.0,1,4,2,7,14.29,1.0,100.0,100.0,0.0,0.0,100.0,3.0,0.0,13.66,7.69,29.71,40.0,22.77
SCH0531,Govt. Senior Secondary School Acharya,Patiala,Patiala,61,Higher Secondary,Punjabi,21,84.19,2,1,1,9.52,4.76,4.76,8,7,70.46,87.5,32,595.9,69751.0,15,7,6,28,53.57,4.0,50.0,100.0,100.0,75.0,33.33333333333333,3.0,1.0,15.81,4.76,29.54,40.0,22.53
SCH0186,Govt. Senior Secondary School Pillay,Moga,Moga-I,321,Secondary,Hindi,32,88.06,5,3,3,15.62,9.38,9.38,15,8,66.06,53.33,28,734.2,75990.0,14,5,7,26,53.85,5.0,60.0,60.0,66.66666666666666,100.0,20.0,2.4,0.0,11.94,9.38,33.94,52.0,26.81
SCH0334,Govt. Senior Secondary School Gole,Moga,Bagha Purana,271,Primary,Hindi,27,77.71,3,2,0,11.11,7.41,0.0,18,14,78.01,77.78,21,444.7,55165.0,8,4,3,15,53.33,11.0,62.5,90.9090909090909,88.88888888888889,70.0,54.54545454545454,3.27,4.0,22.29,7.41,21.99,34.55,21.56
SCH0313,Govt. Senior Secondary School Behl,Patiala,Nabha,422,Primary,Punjabi,37,81.76,5,3,1,13.51,8.11,2.7,11,9,75.82,81.82,14,291.7,43511.0,7,5,0,12,58.33,2.0,100.0,0.0,50.0,100.0,100.0,2.5,0.0,18.24,8.11,24.18,50.0,25.13
SCH0478,Govt. Elementary School Padmanabhan,Ferozepur,Makhu,62,Higher Secondary,Punjabi,30,84.94,0,0,4,0.0,0.0,13.33,13,11,67.84,84.62,16,447.3,23939.0,2,8,2,12,16.67,3.0,100.0,66.66666666666666,66.66666666666666,66.66666666666666,100.0,3.33,0.0,15.06,0.0,32.16,33.33,20.14
SCH0311,Govt. Elementary School Sarkar,Amritsar,Amritsar-Ii,425,Higher Secondary,Hindi,34,79.53,1,1,1,2.94,2.94,2.94,11,9,65.47,81.82,16,320.0,38746.0,4,8,4,16,25.0,7.0,85.71428571428571,100.0,71.42857142857143,100.0,57.14285714285714,3.86,2.0,20.47,2.94,34.53,22.86,20.2
SCH0350,Govt. Primary School Mann,Jalandhar,Unknown,292,Upper Primary,Hindi,20,79.63,0,0,0,0.0,0.0,0.0,14,9,60.62,64.29,15,381.0,27361.0,9,1,3,13,69.23,4.0,75.0,100.0,100.0,100.0,25.0,3.5,0.0,20.37,0.0,39.38,30.0,22.44
SCH0032,Govt. Senior Secondary School Narang,Bathinda,Maur,218,Upper Primary,Hindi,24,76.13,1,0,0,4.17,0.0,0.0,13,11,65.21,84.62,21,460.9,51905.0,9,8,4,21,42.86,8.0,87.5,66.66666666666666,80.0,71.42857142857143,62.5,3.12,1.0,23.87,0.0,34.79,37.5,24.04
SCH0587,Govt. Senior Secondary School Verma,Jalandhar,Phillaur,321,Upper Primary,Hindi,26,82.46,2,1,0,7.69,3.85,0.0,10,9,71.59,90.0,18,381.3,45879.0,9,6,0,15,60.0,5.0,66.66666666666666,100.0,75.0,75.0,80.0,3.2,0.0,17.54,3.85,28.41,36.0,21.45
SCH0507,Govt. Middle School Gola,Ludhiana,Ludhiana-Ii,170,Primary,English,31,83.76,4,2,1,12.9,6.45,3.23,6,4,60.02,66.67,19,352.3,52934.0,5,9,3,17,29.41,2.0,100.0,100.0,100.0,50.0,50.0,4.0,0.0,16.24,6.45,39.98,20.0,20.67
SCH0569,Govt. Middle School Gill,Bathinda,Rampura Phul,290,Upper Primary,English,30,79.64,0,0,1,0.0,0.0,3.33,17,15,75.97,88.24,21,518.5,51520.0,11,3,3,17,64.71,5.0,50.0,100.0,100.0,40.0,0.0,2.4,0.0,20.36,0.0,24.03,52.0,24.1
SCH0487,Govt. Senior Secondary School Keer,Bathinda,Bathinda,436,Higher Secondary,Hindi,33,83.5,2,1,1,6.06,3.03,3.03,10,8,64.55,80.0,16,274.8,24526.0,8,2,1,11,72.73,5.0,66.66666666666666,100.0,100.0,60.0,33.33333333333333,3.2,0.0,16.5,3.03,35.45,36.0,22.75
SCH0142,Govt. Senior Secondary School Badami,Bathinda,Rampura Phul,207,Higher Secondary,Hindi,31,80.58,4,2,1,12.9,6.45,3.23,13,7,60.2,53.85,20,483.7,60440.0,9,4,3,16,56.25,6.0,80.0,100.0,100.0,60.0,50.0,3.0,0.0,19.42,6.45,39.8,40.0,26.42
SCH0020,Govt. Primary School Soman,Amritsar,Amritsar-I,157,Primary,English,31,80.07,2,2,2,6.45,6.45,6.45,14,9,60.33,64.29,17,448.4,42804.0,6,6,3,15,40.0,4.0,66.66666666666666,100.0,75.0,50.0,66.66666666666666,3.25,0.0,19.93,6.45,39.67,35.0,25.26
SCH0173,Govt. Senior Secondary School Johal,Moga,Moga-Ii,62,Secondary,Punjabi,35,78.31,1,1,0,2.86,2.86,0.0,13,10,79.39,76.92,10,263.7,21161.0,6,1,2,9,66.67,6.0,83.33333333333334,66.66666666666666,40.0,33.33333333333333,50.0,2.67,0.0,21.69,2.86,20.61,46.67,22.96
