procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,quantity_kg,quantity_missing,unit_missing,cost_missing,payment_status_missing,quantity_kg_available,cost_invalid,quantity_invalid
MDM004167,2026-03-04,SCH0441,Goyal Rice Mill,Wheat,41.4,KG,1242.0,Paid,41.4,False,False,False,False,True,False,False
MDM000545,2025-05-28,SCH0112,Sharma Traders Pvt Ltd,Dal,0.654,BAG_50KG,2943.0,,32.7,False,False,False,True,True,False,False
MDM001205,2026-03-24,SCH0226,Kumar Supplies,Rice,,,2044.0,Paid,,True,True,False,False,False,False,False
MDM005606,2025-09-11,SCH0276,Kumar & Co.,Atta,0.89,BAG_50KG,1335.0,Paid,44.5,False,False,False,False,True,False,False
MDM006441,2025-03-09,SCH0068,Singh Brothers,Rice,26.5,KG,1060.0,Due,26.5,False,False,False,False,True,False,False
MDM011243,2026-03-17,SCH0048,Sharma Traders,Oil,43.8,KG,5256.0,Paid,43.8,False,False,False,False,True,False,False
MDM002638,2025-07-09,SCH0156,Goyal Mill,Dal,,,2439.0,Due,,True,True,False,False,False,False,False
MDM006244,2025-06-02,SCH0354,Kumar & Co.,Oil,1.01,BAG_50KG,,Due,50.5,False,False,True,False,True,False,False
MDM010276,2025-05-24,SCH0055,Sharma Traders,Oil,21.2,KG,2544.0,Pending,21.2,False,False,False,False,True,False,False
MDM006561,2026-03-10,SCH0515,Kumar Supplies,Wheat,0.9440000000000001,BAG_50KG,1416.0,,47.2,False,False,False,True,True,False,False
MDM010770,2025-12-15,SCH0564,Singh Brothers,Rice,18300.0,GRAM,732.0,Paid,18.3,False,False,False,False,True,False,False
MDM000878,2025-06-30,SCH0120,S. Agro Works,Rice,50.3,KG,2012.0,Paid,50.3,False,False,False,False,True,False,False
MDM010022,2025-11-14,SCH0145,Singh Agro,Rice,,,1000.0,Paid,,True,True,False,False,False,False,False
MDM000197,2025-12-27,SCH0319,Kumar General Store,Dal,1.076,BAG_50KG,4842.0,Pending,53.8,False,False,False,False,True,False,False
MDM003384,2025-05-24,SCH0591,Sharma & Sons,Rice,,,2272.0,Pending,,True,True,False,False,False,False,False
MDM004380,2025-09-16,SCH0193,Sharma & Sons,Rice,25.6,KG,1024.0,Paid,25.6,False,False,False,False,True,False,False
MDM008527,2025-11-30,SCH0586,Sharma Traders Pvt Ltd,Wheat,12.8,KG,384.0,Due,12.8,False,False,False,False,True,False,False
MDM008861,2026-03-29,SCH0555,Kumar General Store,Wheat,,,948.0,Pending,,True,True,False,False,False,False,False
MDM002998,2026-01-15,SCH0427,Sharma & Sons,Oil,58300.0,GRAM,6996.0,Pending,58.3,False,False,False,False,True,False,False
MDM002572,2026-04-01,SCH0376,Goyal Rice Mill,Rice,34600.0,GRAM,1384.0,Due,34.6,False,False,False,False,True,False,False
MDM011926,2026-02-11,SCH0312,Singh Agro,Dal,,,4653.0,Pending,,True,True,False,False,False,False,False
MDM010657,2025-10-11,SCH0292,Goyal Enterprises,Oil,14.7,KG,1764.0,Paid,14.7,False,False,False,False,True,False,False
MDM011576,2026-03-05,SCH0302,Singh Brothers,Rice,45.9,KG,1836.0,Paid,45.9,False,False,False,False,True,False,False
MDM011837,2025-11-15,SCH0109,Goyal Mill,Wheat,28.8,KG,864.0,Paid,28.8,False,False,False,False,True,False,False
MDM004970,2025-05-07,SCH0515,Singh Brothers,Wheat,53800.0,GRAM,1614.0,Paid,53.8,False,False,False,False,True,False,False
MDM004712,2025-12-11,SCH0391,Singh Brothers,Rice,52.8,KG,2112.0,,52.8,False,False,False,True,True,False,False
MDM004164,2025-07-17,SCH0113,Goyal Rice Mill,Rice,52600.0,GRAM,2104.0,Pending,52.6,False,False,False,False,True,False,False
MDM006391,2025-07-03,SCH0328,Singh Agro,Rice,13200.0,GRAM,528.0,Pending,13.2,False,False,False,False,True,False,False
MDM005814,2025-05-31,SCH0515,Goyal Enterprises,Wheat,46500.0,GRAM,,Pending,46.5,False,False,True,False,True,False,False
MDM009285,2025-10-20,SCH0590,Singh Brothers,Oil,42300.0,GRAM,5076.0,Paid,42.3,False,False,False,False,True,False,False
MDM002683,2025-12-15,SCH0368,Goyal Rice Mill,Oil,,,4680.0,Paid,,True,True,False,False,False,False,False
MDM006261,2026-02-08,SCH0477,Singh Agro,Wheat,16.0,KG,480.0,Paid,16.0,False,False,False,False,True,False,False
MDM002509,2026-03-16,SCH0043,Kumar General Store,Rice,1.016,BAG_50KG,2032.0,,50.8,False,False,False,True,True,False,False
MDM006392,2025-05-11,SCH0129,S. Agro Works,Wheat,23.2,KG,696.0,Pending,23.2,False,False,False,False,True,False,False
MDM001511,2026-02-15,SCH0004,Goyal Enterprises,Oil,,,2328.0,Pending,,True,True,False,False,False,False,False
MDM004315,2025-12-16,SCH0198,Goyal Mill,Rice,29700.0,GRAM,1188.0,,29.7,False,False,False,True,True,False,False
MDM007769,2025-06-13,SCH0181,Sharma Traders Pvt Ltd,Wheat,,,1044.0,Due,,True,True,False,False,False,False,False
MDM001245,2026-01-28,SCH0164,Goyal Rice Mill,Dal,53300.0,GRAM,4797.0,Paid,53.3,False,False,False,False,True,False,False
MDM005668,2025-07-01,SCH0026,Singh Brothers,Rice,,,2004.0,Paid,,True,True,False,False,False,False,False
MDM010887,2025-08-11,SCH0021,Goyal Mill,Rice,17700.0,GRAM,708.0,Pending,17.7,False,False,False,False,True,False,False
MDM004122,2025-10-27,SCH0454,Kumar Supplies,Wheat,,,795.0,Paid,,True,True,False,False,False,False,False
MDM004996,2026-01-11,SCH0210,Singh Brothers,Dal,,,4374.0,Paid,,True,True,False,False,False,False,False
MDM008962,2026-10-01,SCH0422,Goyal Rice Mill,Dal,1.182,BAG_50KG,5319.0,Paid,59.1,False,False,False,False,True,False,False
MDM005736,2025-12-06,SCH0376,Sharma Traders Pvt Ltd,Rice,,,704.0,Pending,,True,True,False,False,False,False,False
MDM006924,2026-01-02,SCH0052,Sharma Traders,Dal,15400.0,GRAM,1386.0,Pending,15.4,False,False,False,False,True,False,False
MDM006661,2025-04-14,SCH0486,Goyal Mill,Dal,,,2349.0,,,True,True,False,True,False,False,False
MDM000255,2025-07-23,SCH0593,Kumar Supplies,Rice,,,1504.0,,,True,True,False,True,False,False,False
MDM007445,2025-04-13,SCH0149,Goyal Rice Mill,Oil,10.3,KG,1236.0,Paid,10.3,False,False,False,False,True,False,False
MDM004512,2025-07-28,SCH0333,Kumar Supplies,Dal,32.5,KG,2925.0,Paid,32.5,False,False,False,False,True,False,False
MDM007104,2025-04-30,SCH0297,Sharma Traders,Rice,46500.0,GRAM,1860.0,,46.5,False,False,False,True,True,False,False
MDM005160,2026-02-10,SCH0363,Goyal Mill,Oil,,,2352.0,Paid,,True,True,False,False,False,False,False
MDM010199,2025-11-29,SCH0060,Goyal Rice Mill,Dal,,,1620.0,Paid,,True,True,False,False,False,False,False
MDM000760,2025-04-06,SCH0313,Goyal Rice Mill,Oil,51900.0,GRAM,6228.0,Paid,51.9,False,False,False,False,True,False,False
MDM000655,2025-05-09,SCH0401,Kumar Supplies,Rice,,,1892.0,Paid,,True,True,False,False,False,False,False
MDM011800,2025-10-29,SCH0304,Goyal Enterprises,Rice,,,864.0,Pending,,True,True,False,False,False,False,False
MDM003402,2025-06-19,SCH0285,Goyal Rice Mill,Oil,0.242,BAG_50KG,1452.0,Pending,12.1,False,False,False,False,True,False,False
MDM001421,2026-01-16,SCH0223,Goyal Enterprises,Wheat,,,465.0,Pending,,True,True,False,False,False,False,False
MDM003045,2025-05-11,SCH0266,Kumar & Co.,Dal,14700.0,GRAM,1323.0,,14.7,False,False,False,True,True,False,False
MDM002831,2025-04-27,SCH0247,Sharma Traders,Rice,57.5,KG,2300.0,,57.5,False,False,False,True,True,False,False
MDM008360,2025-10-22,SCH0337,Goyal Enterprises,Wheat,,,690.0,Due,,True,True,False,False,False,False,False
MDM000329,2025-08-23,SCH0121,Sharma & Sons,Rice,49.5,KG,1980.0,Pending,49.5,False,False,False,False,True,False,False
MDM000254,2025-11-23,SCH0179,Kumar Supplies,Wheat,,,1638.0,Paid,,True,True,False,False,False,False,False
MDM007783,2025-11-05,SCH0224,Kumar Supplies,Oil,58.9,KG,7068.0,Paid,58.9,False,False,False,False,True,False,False
MDM010198,2026-02-16,SCH0505,Singh Brothers,Rice,0.9840000000000001,BAG_50KG,1968.0,Paid,49.2,False,False,False,False,True,False,False
MDM004378,2025-05-21,SCH0225,Goyal Rice Mill,Rice,,,1552.0,,,True,True,False,True,False,False,False
MDM005093,2025-09-29,SCH0537,S. Agro Works,Dal,,,1575.0,Pending,,True,True,False,False,False,False,False
MDM003020,2025-07-22,SCH0289,Goyal Rice Mill,Rice,,,512.0,Paid,,True,True,False,False,False,False,False
MDM003030,2025-05-03,SCH0072,Kumar & Co.,Oil,1.038,BAG_50KG,6228.0,Paid,51.9,False,False,False,False,True,False,False
MDM002637,2025-04-13,SCH0321,S. Agro Works,Rice,25.0,KG,1000.0,Paid,25.0,False,False,False,False,True,False,False
MDM007533,2025-05-15,SCH0072,Singh Brothers,Oil,43.9,KG,5268.0,Paid,43.9,False,False,False,False,True,False,False
MDM006881,2026-01-18,SCH0010,Goyal Enterprises,Dal,,,5040.0,Pending,,True,True,False,False,False,False,False
MDM003019,2026-02-10,SCH0422,Sharma & Sons,Oil,43.2,KG,5184.0,Pending,43.2,False,False,False,False,True,False,False
MDM002946,2026-03-27,SCH0420,Sharma & Sons,Rice,,,1220.0,,,True,True,False,True,False,False,False
MDM003660,2025-05-25,SCH0446,Sharma Traders Pvt Ltd,Oil,0.332,BAG_50KG,1992.0,Due,16.6,False,False,False,False,True,False,False
MDM008751,2025-12-01,SCH0575,S. Agro Works,Rice,36900.0,GRAM,1476.0,Due,36.9,False,False,False,False,True,False,False
MDM008701,2025-11-30,SCH0465,Goyal Enterprises,Rice,43400.0,GRAM,1736.0,Pending,43.4,False,False,False,False,True,False,False
MDM011604,2025-08-09,SCH0300,Singh Brothers,Oil,,,5868.0,Paid,,True,True,False,False,False,False,False
MDM002664,2026-02-16,SCH0042,Sharma Traders Pvt Ltd,Rice,,,432.0,Pending,,True,True,False,False,False,False,False
MDM005791,2025-11-22,SCH0369,Sharma Traders Pvt Ltd,Oil,,,4416.0,Paid,,True,True,False,False,False,False,False
MDM001363,2025-04-01,SCH0063,Goyal Mill,Dal,31200.0,GRAM,2808.0,Paid,31.2,False,False,False,False,True,False,False
MDM008505,2025-05-25,SCH0153,Goyal Enterprises,Oil,0.388,BAG_50KG,2328.0,Pending,19.4,False,False,False,False,True,False,False
MDM003482,2025-06-10,SCH0542,S. Agro Works,Dal,,,2610.0,Paid,,True,True,False,False,False,False,False
MDM011903,2026-02-23,SCH0101,Kumar Supplies,Dal,12.2,KG,1098.0,Paid,12.2,False,False,False,False,True,False,False
MDM010465,2025-04-17,SCH0132,Goyal Enterprises,Oil,47.5,KG,5700.0,Paid,47.5,False,False,False,False,True,False,False
MDM007581,2025-08-02,SCH0530,Goyal Enterprises,Dal,27.7,KG,2493.0,,27.7,False,False,False,True,True,False,False
MDM005441,2025-11-03,SCH0214,Sharma Traders Pvt Ltd,Dal,,,2331.0,Pending,,True,True,False,False,False,False,False
MDM007206,2025-04-22,SCH0014,Singh Agro,Dal,0.782,BAG_50KG,3519.0,Paid,39.1,False,False,False,False,True,False,False
MDM008367,2025-04-05,SCH0444,Kumar General Store,Dal,52.0,KG,4680.0,Paid,52.0,False,False,False,False,True,False,False
MDM002881,2026-03-31,SCH0215,Kumar & Co.,Rice,,,1188.0,Paid,,True,True,False,False,False,False,False
MDM003382,2025-04-19,SCH0465,Sharma Traders,Rice,37.9,KG,1516.0,,37.9,False,False,False,True,True,False,False
MDM001303,2025-12-29,SCH0565,Kumar Supplies,Wheat,19000.0,GRAM,570.0,Pending,19.0,False,False,False,False,True,False,False
MDM006409,2025-08-13,SCH0115,Goyal Rice Mill,Wheat,34.9,KG,,Due,34.9,False,False,True,False,True,False,False
MDM004958,2025-07-05,SCH0565,S. Agro Works,Dal,0.6779999999999999,BAG_50KG,3051.0,Pending,33.9,False,False,False,False,True,False,False
MDM004837,2025-12-26,SCH0551,Sharma Traders,Rice,15700.0,GRAM,628.0,Paid,15.7,False,False,False,False,True,False,False
MDM006254,2026-09-02,SCH0249,S. Agro Works,Dal,,,4455.0,Paid,,True,True,False,False,False,False,False
MDM009002,2025-08-11,SCH0266,Sharma Traders,Oil,55700.0,GRAM,6684.0,Due,55.7,False,False,False,False,True,False,False
MDM005497,2025-06-19,SCH0526,S. Agro Works,Dal,18.7,KG,1683.0,Paid,18.7,False,False,False,False,True,False,False
MDM007670,2025-06-02,SCH0221,Sharma & Sons,Rice,14200.0,GRAM,568.0,Paid,14.2,False,False,False,False,True,False,False
MDM000943,2025-09-06,SCH0284,Singh Agro,Wheat,0.772,BAG_50KG,1158.0,Pending,38.6,False,False,False,False,True,False,False
MDM010079,2026-01-09,SCH0133,Goyal Mill,Rice,0.912,BAG_50KG,1824.0,Pending,45.6,False,False,False,False,True,False,False
MDM003236,2025-05-01,SCH0197,Goyal Mill,Dal,0.934,BAG_50KG,4203.0,Paid,46.7,False,False,False,False,True,False,False
MDM003258,2025-05-02,SCH0585,S. Agro Works,Rice,35.6,KG,1424.0,Due,35.6,False,False,False,False,True,False,False
MDM009358,2026-03-13,SCH0058,Kumar General Store,Wheat,35200.0,GRAM,1056.0,Due,35.2,False,False,False,False,True,False,False
MDM009121,2026-01-15,SCH0223,Sharma Traders Pvt Ltd,Wheat,34700.0,GRAM,1041.0,Pending,34.7,False,False,False,False,True,False,False
MDM000177,2025-06-26,SCH0096,Goyal Mill,Rice,32.5,KG,1300.0,Pending,32.5,False,False,False,False,True,False,False
MDM000436,2025-09-14,SCH0136,Kumar & Co.,Wheat,,,600.0,Paid,,True,True,False,False,False,False,False
MDM010655,2026-01-26,SCH0279,Sharma Traders Pvt Ltd,Rice,38.7,KG,1548.0,Due,38.7,False,False,False,False,True,False,False
MDM000309,2025-11-25,SCH0113,Kumar & Co.,Atta,24800.0,GRAM,744.0,Pending,24.8,False,False,False,False,True,False,False
MDM001566,2025-12-18,SCH0099,Goyal Rice Mill,Oil,29.7,KG,3564.0,Pending,29.7,False,False,False,False,True,False,False
MDM003965,2026-02-07,SCH0369,Goyal Mill,Oil,,,1356.0,Paid,,True,True,False,False,False,False,False
MDM002136,2025-10-21,SCH0207,Singh Agro,Oil,,,1620.0,Due,,True,True,False,False,False,False,False
MDM011755,2025-09-30,SCH0220,Singh Agro,Dal,48.8,KG,4392.0,Paid,48.8,False,False,False,False,True,False,False
MDM010843,2025-10-06,SCH0153,Sharma Traders Pvt Ltd,Dal,0.622,BAG_50KG,2799.0,Paid,31.1,False,False,False,False,True,False,False
MDM004978,2025-02-05,SCH0386,Singh Brothers,Rice,36.6,KG,1464.0,,36.6,False,False,False,True,True,False,False
MDM006197,2025-05-06,SCH0156,S. Agro Works,Dal,,,2547.0,Pending,,True,True,False,False,False,False,False
MDM010110,2025-07-06,SCH0058,Sharma Traders Pvt Ltd,Dal,39600.0,GRAM,3564.0,,39.6,False,False,False,True,True,False,False
MDM000596,2025-11-07,SCH0421,Goyal Mill,Dal,0.736,BAG_50KG,3312.0,,36.8,False,False,False,True,True,False,False
MDM005614,2026-02-10,SCH0474,Goyal Enterprises,Oil,,,7176.0,Paid,,True,True,False,False,False,False,False
MDM004626,2026-01-23,SCH0559,Goyal Rice Mill,Oil,1.006,BAG_50KG,6036.0,Pending,50.3,False,False,False,False,True,False,False
MDM005333,2025-08-25,SCH0305,Kumar General Store,Oil,27.8,KG,3336.0,Due,27.8,False,False,False,False,True,False,False
MDM008332,2026-01-22,SCH0111,Goyal Enterprises,Atta,0.978,BAG_50KG,1467.0,Paid,48.9,False,False,False,False,True,False,False
MDM010270,2026-03-03,SCH0076,Goyal Rice Mill,Dal,14.7,KG,1323.0,Due,14.7,False,False,False,False,True,False,False
MDM002624,2025-08-16,SCH0055,Kumar General Store,Dal,15300.0,GRAM,1377.0,Pending,15.3,False,False,False,False,True,False,False
MDM004573,2025-05-15,SCH0277,Goyal Rice Mill,Rice,17.0,KG,680.0,,17.0,False,False,False,True,True,False,False
MDM009372,2026-02-12,SCH0408,Singh Brothers,Rice,57.2,KG,2288.0,Pending,57.2,False,False,False,False,True,False,False
MDM011300,2025-08-01,SCH0534,Goyal Rice Mill,Rice,0.75,BAG_50KG,1500.0,Due,37.5,False,False,False,False,True,False,False
MDM000232,2026-03-23,SCH0596,Singh Agro,Dal,28.4,KG,2556.0,Paid,28.4,False,False,False,False,True,False,False
MDM000180,2025-11-24,SCH0433,Goyal Enterprises,Rice,,,452.0,Pending,,True,True,False,False,False,False,False
MDM000738,2025-04-25,SCH0208,Singh Brothers,Dal,52.1,KG,4689.0,Paid,52.1,False,False,False,False,True,False,False
MDM011878,2025-12-04,SCH0515,Singh Agro,Wheat,,,348.0,Paid,,True,True,False,False,False,False,False
MDM009397,2026-02-06,SCH0309,Sharma Traders Pvt Ltd,Rice,1.184,BAG_50KG,2368.0,Due,59.2,False,False,False,False,True,False,False
MDM009054,2025-09-08,SCH0288,Goyal Enterprises,Dal,,,1755.0,Paid,,True,True,False,False,False,False,False
MDM007837,2026-01-09,SCH0361,Singh Brothers,Oil,,,5268.0,Paid,,True,True,False,False,False,False,False
MDM008514,2025-07-03,SCH0482,Goyal Rice Mill,Rice,57700.0,GRAM,2308.0,Paid,57.7,False,False,False,False,True,False,False
MDM007853,2025-07-23,SCH0135,Goyal Mill,Oil,36.9,KG,4428.0,,36.9,False,False,False,True,True,False,False
MDM005956,2026-03-09,SCH0335,Kumar & Co.,Dal,21.0,KG,1890.0,Due,21.0,False,False,False,False,True,False,False
MDM001322,2025-12-07,SCH0575,Singh Agro,Oil,0.496,BAG_50KG,2976.0,Pending,24.8,False,False,False,False,True,False,False
MDM001996,2025-10-10,SCH0600,S. Agro Works,Wheat,0.6579999999999999,BAG_50KG,987.0,Paid,32.9,False,False,False,False,True,False,False
MDM006518,2026-02-14,SCH0486,Kumar Supplies,Rice,57500.0,GRAM,2300.0,Paid,57.5,False,False,False,False,True,False,False
MDM005613,2025-11-13,SCH0100,Singh Brothers,Dal,,,1782.0,Pending,,True,True,False,False,False,False,False
MDM007961,2026-02-28,SCH0488,Sharma Traders,Dal,18200.0,GRAM,1638.0,Paid,18.2,False,False,False,False,True,False,False
MDM007363,2025-12-17,SCH0565,Sharma Traders,Dal,,,4986.0,Paid,,True,True,False,False,False,False,False
MDM000801,2026-01-27,SCH0102,Goyal Mill,Rice,30.5,KG,1220.0,Paid,30.5,False,False,False,False,True,False,False
MDM009357,2025-07-14,SCH0351,Goyal Enterprises,Wheat,50400.0,GRAM,1512.0,,50.4,False,False,False,True,True,False,False
MDM002087,2025-09-07,SCH0471,Kumar Supplies,Rice,32.7,KG,1308.0,Paid,32.7,False,False,False,False,True,False,False
MDM007560,2025-10-08,SCH0224,Goyal Mill,Dal,48.8,KG,4392.0,Paid,48.8,False,False,False,False,True,False,False
MDM000070,2025-04-26,SCH0339,Singh Agro,Dal,,,5202.0,Paid,,True,True,False,False,False,False,False
MDM005368,2025-10-23,SCH0189,Kumar General Store,Wheat,0.674,BAG_50KG,1011.0,,33.7,False,False,False,True,True,False,False
MDM006522,2026-11-03,SCH0012,Singh Brothers,Rice,1.096,BAG_50KG,2192.0,,54.8,False,False,False,True,True,False,False
MDM008372,2025-08-13,SCH0239,Kumar General Store,Oil,14.7,KG,1764.0,Pending,14.7,False,False,False,False,True,False,False
MDM005171,2025-04-19,SCH0048,Goyal Rice Mill,Dal,14.0,KG,1260.0,Paid,14.0,False,False,False,False,True,False,False
MDM001681,2025-05-23,SCH0404,Sharma & Sons,Rice,1.06,BAG_50KG,,Pending,53.0,False,False,True,False,True,False,False
MDM000378,2025-06-20,SCH0293,Singh Agro,Rice,20.3,KG,812.0,Paid,20.3,False,False,False,False,True,False,False
MDM001470,2025-06-21,SCH0354,Goyal Mill,Oil,0.274,BAG_50KG,,Paid,13.7,False,False,True,False,True,False,False
MDM002604,2025-10-23,SCH0334,Goyal Enterprises,Wheat,0.44,BAG_50KG,660.0,Pending,22.0,False,False,False,False,True,False,False
MDM004182,2025-09-30,SCH0050,Goyal Enterprises,Rice,50.5,KG,2020.0,Paid,50.5,False,False,False,False,True,False,False
MDM008236,2025-07-01,SCH0535,Goyal Rice Mill,Dal,,,4959.0,Pending,,True,True,False,False,False,False,False
MDM004506,2025-07-09,SCH0448,Singh Brothers,Wheat,,,495.0,Paid,,True,True,False,False,False,False,False
MDM008178,2025-07-20,SCH0394,Kumar General Store,Rice,,,480.0,Due,,True,True,False,False,False,False,False
MDM004231,2025-08-20,SCH0261,Sharma Traders Pvt Ltd,Rice,,,1980.0,Pending,,True,True,False,False,False,False,False
MDM003092,2025-09-01,SCH0324,S. Agro Works,Dal,,,5283.0,Paid,,True,True,False,False,False,False,False
MDM002727,2025-12-08,SCH0532,Kumar General Store,Rice,22.9,KG,916.0,Paid,22.9,False,False,False,False,True,False,False
MDM000478,2025-04-10,SCH0419,Singh Brothers,Rice,15.8,KG,,Paid,15.8,False,False,True,False,True,False,False
MDM001330,2025-12-14,SCH0580,Sharma Traders,Rice,47.6,KG,1904.0,Paid,47.6,False,False,False,False,True,False,False
MDM002284,2025-11-26,SCH0219,Sharma Traders,Wheat,50000.0,GRAM,1500.0,,50.0,False,False,False,True,True,False,False
MDM003733,2025-09-07,SCH0270,Goyal Rice Mill,Rice,22.1,KG,884.0,,22.1,False,False,False,True,True,False,False
MDM011920,2025-09-15,SCH0151,Kumar General Store,Dal,23.2,KG,2088.0,Pending,23.2,False,False,False,False,True,False,False
MDM000752,2025-06-22,SCH0158,S. Agro Works,Dal,20.8,KG,1872.0,,20.8,False,False,False,True,True,False,False
MDM006250,2026-02-23,SCH0099,Goyal Enterprises,Wheat,0.308,BAG_50KG,462.0,Paid,15.4,False,False,False,False,True,False,False
MDM000874,2025-06-17,SCH0298,Sharma & Sons,Rice,24300.0,GRAM,972.0,,24.3,False,False,False,True,True,False,False
MDM007972,2025-12-23,SCH0237,Goyal Mill,Atta,,,432.0,Due,,True,True,False,False,False,False,False
MDM007909,2025-04-14,SCH0500,Kumar & Co.,Dal,,,2340.0,Due,,True,True,False,False,False,False,False
MDM004565,2026-02-26,SCH0455,Singh Brothers,Wheat,11100.0,GRAM,333.0,Paid,11.1,False,False,False,False,True,False,False
MDM001546,2025-08-06,SCH0309,Kumar & Co.,Rice,,,1416.0,Paid,,True,True,False,False,False,False,False
MDM000740,2025-04-09,SCH0080,Singh Agro,Dal,0.61,BAG_50KG,2745.0,Due,30.5,False,False,False,False,True,False,False
MDM010577,2026-03-16,SCH0498,Singh Brothers,Wheat,26400.0,GRAM,792.0,,26.4,False,False,False,True,True,False,False
MDM002684,2026-10-02,SCH0077,Sharma Traders,Rice,35.5,KG,1420.0,Due,35.5,False,False,False,False,True,False,False
MDM009479,2025-09-27,SCH0459,Sharma Traders Pvt Ltd,Oil,47.3,KG,5676.0,Pending,47.3,False,False,False,False,True,False,False
MDM009137,2025-06-15,SCH0426,Singh Brothers,Rice,,,1688.0,Pending,,True,True,False,False,False,False,False
MDM005122,2025-04-20,SCH0167,Sharma Traders,Dal,10.8,KG,972.0,Pending,10.8,False,False,False,False,True,False,False
MDM010623,2025-07-27,SCH0010,S. Agro Works,Rice,,,468.0,Paid,,True,True,False,False,False,False,False
MDM003519,2025-06-18,SCH0432,Sharma Traders,Oil,,,2376.0,Paid,,True,True,False,False,False,False,False
MDM011747,2025-08-13,SCH0476,Goyal Rice Mill,Atta,0.43,BAG_50KG,645.0,Paid,21.5,False,False,False,False,True,False,False
MDM002355,2025-07-16,SCH0280,Kumar Supplies,Wheat,51400.0,GRAM,1542.0,Due,51.4,False,False,False,False,True,False,False
MDM010780,2025-09-25,SCH0487,Kumar General Store,Wheat,,,561.0,Paid,,True,True,False,False,False,False,False
MDM000774,2026-03-26,SCH0353,S. Agro Works,Dal,38300.0,GRAM,3447.0,Due,38.3,False,False,False,False,True,False,False
MDM010071,2025-07-15,SCH0193,Singh Brothers,Rice,35900.0,GRAM,1436.0,,35.9,False,False,False,True,True,False,False
MDM010885,2025-08-23,SCH0447,Singh Agro,Oil,,,6240.0,Pending,,True,True,False,False,False,False,False
MDM005201,2025-08-22,SCH0218,Kumar & Co.,Dal,,,3249.0,Pending,,True,True,False,False,False,False,False
MDM009774,2025-05-28,SCH0022,Kumar Supplies,Wheat,47.8,KG,1434.0,Paid,47.8,False,False,False,False,True,False,False
MDM000642,2026-03-29,SCH0444,Singh Agro,Dal,23.9,KG,2151.0,Paid,23.9,False,False,False,False,True,False,False
MDM006474,2026-03-30,SCH0571,Sharma & Sons,Oil,0.7759999999999999,BAG_50KG,4656.0,,38.8,False,False,False,True,True,False,False
MDM006051,2025-08-24,SCH0048,S. Agro Works,Dal,0.258,BAG_50KG,1161.0,Paid,12.9,False,False,False,False,True,False,False
MDM007268,2025-11-29,SCH0115,Sharma Traders Pvt Ltd,Dal,15.4,KG,1386.0,Paid,15.4,False,False,False,False,True,False,False
MDM007728,2025-10-31,SCH0562,Kumar Supplies,Oil,57.4,KG,6888.0,Pending,57.4,False,False,False,False,True,False,False
MDM004310,2025-10-05,SCH0426,Singh Agro,Dal,39800.0,GRAM,3582.0,Paid,39.8,False,False,False,False,True,False,False
MDM005205,2026-01-10,SCH0323,Kumar & Co.,Dal,,,4914.0,Due,,True,True,False,False,False,False,False
MDM000866,2025-12-13,SCH0144,Singh Brothers,Rice,34.3,KG,1372.0,Paid,34.3,False,False,False,False,True,False,False
MDM011214,2025-10-26,SCH0147,Singh Brothers,Rice,36500.0,GRAM,1460.0,Paid,36.5,False,False,False,False,True,False,False
MDM011824,2025-06-23,SCH0162,S. Agro Works,Wheat,1.19,BAG_50KG,1785.0,Paid,59.5,False,False,False,False,True,False,False
MDM007534,2026-10-01,SCH0463,Kumar Supplies,Rice,24.3,KG,972.0,Paid,24.3,False,False,False,False,True,False,False
MDM010369,2026-02-22,SCH0096,Goyal Mill,Dal,,,1854.0,Pending,,True,True,False,False,False,False,False
MDM010194,2025-09-29,SCH0230,Goyal Enterprises,Dal,39600.0,GRAM,3564.0,Paid,39.6,False,False,False,False,True,False,False
MDM008315,2025-11-25,SCH0322,Goyal Enterprises,Rice,50.1,KG,2004.0,Pending,50.1,False,False,False,False,True,False,False
MDM000963,2025-07-24,SCH0182,Goyal Rice Mill,Wheat,0.616,BAG_50KG,924.0,Pending,30.8,False,False,False,False,True,False,False
MDM008328,2025-08-04,SCH0261,Kumar General Store,Oil,,,5724.0,Paid,,True,True,False,False,False,False,False
MDM008658,2025-06-23,SCH0387,Kumar General Store,Rice,1.152,BAG_50KG,2304.0,Due,57.6,False,False,False,False,True,False,False
MDM006960,2026-01-19,SCH0229,Kumar Supplies,Wheat,,,384.0,Paid,,True,True,False,False,False,False,False
MDM003310,2025-11-01,SCH0454,Goyal Rice Mill,Dal,51.4,KG,4626.0,,51.4,False,False,False,True,True,False,False
MDM002167,2026-01-19,SCH0191,Goyal Rice Mill,Rice,39.1,KG,1564.0,Pending,39.1,False,False,False,False,True,False,False
MDM000364,2025-04-03,SCH0419,Sharma Traders Pvt Ltd,Wheat,34700.0,GRAM,1041.0,Pending,34.7,False,False,False,False,True,False,False
MDM003724,2025-11-23,SCH0285,Kumar General Store,Dal,,,2466.0,Paid,,True,True,False,False,False,False,False
MDM002826,2025-04-05,SCH0463,Kumar Supplies,Wheat,,,1470.0,Pending,,True,True,False,False,False,False,False
MDM006272,2025-07-27,SCH0455,Sharma Traders Pvt Ltd,Oil,48.6,KG,5832.0,Paid,48.6,False,False,False,False,True,False,False
